tourney_date,tourney_name,surface,best_of,round,winner_name,loser_name,comp_win_prob,sim_win_prob,blend_win_prob,elo_win_prob
2020-01-06,Doha,Hard,3,R32,Alexander Bublik,Adrian Mannarino,0.42,0.4428,0.43368000000000007,0.3321
2020-01-06,Doha,Hard,3,R32,Aljaz Bedene,Mikael Ymer,0.6149,0.5794,0.5936,0.6822
2020-01-06,Doha,Hard,3,R32,Filip Krajinovic,Kyle Edmund,0.526,0.4132,0.45832000000000006,0.553
2020-01-13,Adelaide,Hard,3,R16,Lloyd Harris,Laslo Djere,0.5248,0.565,0.54892,0.5287
2020-01-13,Adelaide,Hard,3,R16,Pablo Carreno Busta,Jeremy Chardy,0.5334,0.4778,0.50004,0.5683
2020-01-13,Adelaide,Hard,3,R16,Tommy Paul,Pablo Cuevas,0.4502,0.493,0.47588,0.4814
2020-01-13,Adelaide,Hard,3,R16,Albert Ramos,Jaume Munar,0.6653,0.4842,0.55664,0.7582
2020-01-13,Adelaide,Hard,3,QF,Lloyd Harris,Pablo Carreno Busta,0.3486,0.4408,0.40392,0.2693
2020-01-13,Adelaide,Hard,3,QF,Tommy Paul,Albert Ramos,0.3935,0.5246,0.47216,0.3017
2020-01-13,Adelaide,Hard,3,SF,Andrey Rublev,Felix Auger Aliassime,0.6598,0.5482,0.59284,0.7851
2020-01-13,Adelaide,Hard,3,F,Andrey Rublev,Lloyd Harris,0.7086,0.5482,0.61236,0.8141
2020-01-13,Adelaide,Hard,3,R16,Daniel Evans,Alexander Bublik,0.5426,0.518,0.5278400000000001,0.5859
2020-01-13,Adelaide,Hard,3,R32,James Duckworth,Federico Delbonis,0.4092,0.4778,0.45036,0.3934
2020-01-13,Adelaide,Hard,3,QF,Andrey Rublev,Daniel Evans,0.6693,0.565,0.6067199999999999,0.772
2020-01-13,Adelaide,Hard,3,R16,Andrey Rublev,Sam Querrey,0.626,0.4626,0.52796,0.7254
2020-01-13,Adelaide,Hard,3,R32,Lloyd Harris,Cristian Garin,0.4621,0.51,0.49084,0.4603
2020-01-13,Adelaide,Hard,3,R16,Felix Auger Aliassime,James Duckworth,0.6552,0.5246,0.57684,0.7268
2020-01-13,Adelaide,Hard,3,R16,Alex Bolt,Jan Lennard Struff,0.269,0.3452,0.31472,0.1935
2020-01-13,Adelaide,Hard,3,R32,Sam Querrey,Gregoire Barrere,0.6839,0.6928,0.68924,0.7721
2020-01-13,Adelaide,Hard,3,R32,Daniel Evans,Juan Ignacio Londero,0.5934,0.4842,0.52788,0.6178
2020-01-13,Adelaide,Hard,3,R32,Alexander Bublik,Taylor Fritz,0.431,0.4066,0.41636,0.3902
2020-01-13,Adelaide,Hard,3,R32,Jeremy Chardy,Gilles Simon,0.5546,0.565,0.56084,0.6
2020-01-13,Adelaide,Hard,3,R32,Pablo Cuevas,Reilly Opelka,0.3694,0.2604,0.30400000000000005,0.3657
2020-01-13,Adelaide,Hard,3,R32,Tommy Paul,Aljaz Bedene,0.4139,0.493,0.46136,0.3756
2020-01-13,Adelaide,Hard,3,R32,Albert Ramos,Jordan Thompson,0.565,0.4778,0.51268,0.6504
2020-01-13,Adelaide,Hard,3,R32,Laslo Djere,Alexei Popyrin,0.5028,0.4132,0.44904,0.4981
2020-01-13,Adelaide,Hard,3,R32,Alex Bolt,Stephane Robert,0.5511,0.6128,0.58812,0.5657
2020-01-13,Adelaide,Hard,3,QF,Felix Auger Aliassime,Alex Bolt,0.6713,0.5702,0.6106400000000001,0.7146
2020-01-13,Adelaide,Hard,3,SF,Lloyd Harris,Tommy Paul,0.5262,0.4842,0.501,0.5261
2020-01-13,Adelaide,Hard,3,R32,Jan Lennard Struff,Salvatore Caruso,0.6638,0.7176,0.69608,0.6705
2020-01-13,Auckland,Hard,3,R16,Denis Shapovalov,Vasek Pospisil,0.7373,0.5702,0.63704,0.7986
2020-01-13,Auckland,Hard,3,R16,Kyle Edmund,Andreas Seppi,0.576,0.5866,0.58236,0.5966
2020-01-13,Auckland,Hard,3,R16,Benoit Paire,Thiago Monteiro,0.7042,0.51,0.58768,0.7481
2020-01-13,Auckland,Hard,3,R16,John Millman,Karen Khachanov,0.3801,0.4186,0.4032,0.3561
2020-01-13,Auckland,Hard,3,SF,Ugo Humbert,John Isner,0.3141,0.2972,0.30396,0.3045
2020-01-13,Auckland,Hard,3,R16,Hubert Hurkacz,Mikael Ymer,0.6867,0.6102,0.6407999999999999,0.7538
2020-01-13,Auckland,Hard,3,QF,Ugo Humbert,Denis Shapovalov,0.2686,0.4408,0.37192000000000003,0.178
2020-01-13,Auckland,Hard,3,QF,John Isner,Kyle Edmund,0.5718,0.6644,0.62736,0.5045
2020-01-13,Auckland,Hard,3,QF,Hubert Hurkacz,Feliciano Lopez,0.5886,0.518,0.5462400000000001,0.6183
2020-01-13,Auckland,Hard,3,R16,John Isner,Tennys Sandgren,0.6791,0.7176,0.7022,0.7096
2020-01-13,Auckland,Hard,3,R16,Feliciano Lopez,Fabio Fognini,0.4265,0.565,0.5095999999999999,0.4057
2020-01-13,Auckland,Hard,3,R16,Ugo Humbert,Marco Cecchinato,0.6343,0.6128,0.6214,0.7055
2020-01-13,Auckland,Hard,3,R32,Benoit Paire,Jannik Sinner,0.5763,0.4132,0.47844000000000003,0.5724
2020-01-13,Auckland,Hard,3,QF,Benoit Paire,John Millman,0.5342,0.4626,0.49124,0.535
2020-01-13,Auckland,Hard,3,R32,Mikael Ymer,Frances Tiafoe,0.3831,0.3872,0.38556,0.3877
2020-01-13,Auckland,Hard,3,R32,Feliciano Lopez,Pablo Andujar,0.611,0.629,0.6218,0.6297
2020-01-13,Auckland,Hard,3,R32,Vasek Pospisil,Joao Sousa,0.4638,0.5482,0.51444,0.5009
2020-01-13,Auckland,Hard,3,R32,Ugo Humbert,Casper Ruud,0.5086,0.5866,0.5554,0.4796
2020-01-13,Auckland,Hard,3,R32,Marco Cecchinato,Leonardo Mayer,0.4017,0.4408,0.42516,0.3303
2020-01-13,Auckland,Hard,3,R32,Tennys Sandgren,Michael Venus,0.6429,0.6102,0.62328,0.5852
2020-01-13,Auckland,Hard,3,R32,Kyle Edmund,Alejandro Davidovich Fokina,0.673,0.6832,0.6791200000000001,0.7483
2020-01-13,Auckland,Hard,3,SF,Benoit Paire,Hubert Hurkacz,0.4626,0.4066,0.42900000000000005,0.4407
2020-01-13,Auckland,Hard,3,F,Ugo Humbert,Benoit Paire,0.4145,0.6102,0.53192,0.3905
2020-01-13,Auckland,Hard,3,R32,Thiago Monteiro,Cameron Norrie,0.3579,0.4428,0.40884000000000004,0.3303
2020-01-13,Auckland,Hard,3,R32,John Millman,Michael Mmoh,0.6564,0.5482,0.59148,0.7196
2020-01-13,Auckland,Hard,3,R32,Hubert Hurkacz,Lorenzo Sonego,0.6326,0.5246,0.5678000000000001,0.73
2020-01-13,Auckland,Hard,3,R32,Andreas Seppi,Adrian Mannarino,0.423,0.4408,0.43368,0.3815
2020-01-20,Australian Open,Hard,5,R128,Taylor Fritz,Tallon Griekspoor,0.7896,0.6238,0.6901200000000001,0.6676
2020-01-20,Australian Open,Hard,5,R128,Aljaz Bedene,James Duckworth,0.7635,0.5188,0.61668,0.7624
2020-01-20,Australian Open,Hard,5,R128,Ivo Karlovic,Vasek Pospisil,0.3995,0.741,0.6044,0.3327
2020-01-20,Australian Open,Hard,5,R128,Gael Monfils,Yen Hsun Lu,0.8593,0.4924,0.63916,0.7702
2020-01-20,Australian Open,Hard,5,R128,Karen Khachanov,Mario Vilella Martinez,0.8161,0.6238,0.70072,0.76
2020-01-20,Australian Open,Hard,5,R128,Kevin Anderson,Ilya Ivashka,0.8899,0.713,0.78376,0.8833
2020-01-20,Australian Open,Hard,5,R128,Gilles Simon,Pablo Cuevas,0.5549,0.451,0.49256,0.558
2020-01-20,Australian Open,Hard,5,R128,Pablo Carreno Busta,Jozef Kovalik,0.9199,0.6238,0.74224,0.8511
2020-01-20,Australian Open,Hard,5,R128,Peter Gojowczyk,Christopher Eubanks,0.7168,0.3728,0.5104000000000001,0.6613
2020-01-20,Australian Open,Hard,5,R128,Federico Delbonis,Joao Sousa,0.3517,0.493,0.43648,0.3832
2020-01-20,Australian Open,Hard,5,R128,Rafael Nadal,Hugo Dellien,0.983,0.8396,0.89696,0.9626
2020-01-20,Australian Open,Hard,5,R128,Mikael Ymer,Yasutaka Uchiyama,0.4638,0.3068,0.36960000000000004,0.4928
2020-01-20,Australian Open,Hard,5,R128,Nick Kyrgios,Lorenzo Sonego,0.8674,0.6852,0.75808,0.8068
2020-01-20,Australian Open,Hard,5,R128,Yuichi Sugita,Elliot Benchetrit,0.5541,0.5484,0.5506800000000001,0.4687
2020-01-20,Australian Open,Hard,5,R128,Dominic Thiem,Adrian Mannarino,0.9127,0.594,0.72148,0.807
2020-01-20,Australian Open,Hard,5,R128,Daniil Medvedev,Frances Tiafoe,0.9396,0.6366,0.7578,0.8917
2020-01-20,Australian Open,Hard,5,R128,Pedro Martinez,Dominik Koepfer,0.3363,0.4004,0.37476,0.3828
2020-01-20,Australian Open,Hard,5,R128,Jaume Munar,Hugo Gaston,0.6684,0.5658,0.6068399999999999,0.4945
2020-01-20,Australian Open,Hard,5,R128,Alexei Popyrin,Jo-Wilfried Tsonga,0.149,0.3268,0.25567999999999996,0.2102
2020-01-20,Australian Open,Hard,5,R128,John Isner,Thiago Monteiro,0.9015,0.8152,0.84972,0.7847
2020-01-20,Australian Open,Hard,5,R128,Alejandro Tabilo,Daniel Elahi Galan,0.5923,0.4748,0.5218,0.4675
2020-01-20,Australian Open,Hard,5,R128,Andreas Seppi,Miomir Kecmanovic,0.442,0.3764,0.40264,0.4426
2020-01-20,Australian Open,Hard,5,R128,Stan Wawrinka,Damir Dzumhur,0.8995,0.7778,0.82648,0.8235
2020-01-20,Australian Open,Hard,5,R128,David Goffin,Jeremy Chardy,0.6923,0.4254,0.53216,0.6384
2020-01-20,Australian Open,Hard,5,R128,Pierre Hugues Herbert,Cameron Norrie,0.5657,0.5188,0.53756,0.5771
2020-01-20,Australian Open,Hard,5,R128,Novak Djokovic,Jan Lennard Struff,0.9433,0.6238,0.7516,0.919
2020-01-20,Australian Open,Hard,5,R128,Andrey Rublev,Christopher Oconnell,0.9538,0.6454,0.76876,0.907
2020-01-20,Australian Open,Hard,5,R128,Nikoloz Basilashvili,Soon Woo Kwon,0.7582,0.5058,0.60676,0.688
2020-01-20,Australian Open,Hard,5,R128,Alex Bolt,Albert Ramos,0.1939,0.4924,0.373,0.2125
2020-01-20,Australian Open,Hard,5,R128,Fernando Verdasco,Evgeny Donskoy,0.8032,0.594,0.6776800000000001,0.7159
2020-01-20,Australian Open,Hard,5,R128,Milos Raonic,Lorenzo Giustino,0.9097,0.8536,0.8760399999999999,0.7742
2020-01-20,Australian Open,Hard,5,R128,Ernests Gulbis,Felix Auger Aliassime,0.1873,0.4546,0.34768,0.2672
2020-01-20,Australian Open,Hard,5,R128,Tennys Sandgren,Marco Trungelliti,0.6677,0.6942,0.6836,0.5493
2020-01-20,Australian Open,Hard,5,R128,John Millman,Ugo Humbert,0.4994,0.3728,0.42344000000000004,0.4924
2020-01-20,Australian Open,Hard,5,R128,Hubert Hurkacz,Dennis Novak,0.8364,0.6238,0.70884,0.7646
2020-01-20,Australian Open,Hard,5,R128,Grigor Dimitrov,Juan Ignacio Londero,0.807,0.5518,0.65388,0.7377
2020-01-20,Australian Open,Hard,5,R128,Tommy Paul,Leonardo Mayer,0.5623,0.5058,0.5284,0.5598
2020-01-20,Australian Open,Hard,5,R128,Jordan Thompson,Alexander Bublik,0.4124,0.5188,0.47624,0.4596
2020-01-20,Australian Open,Hard,5,R128,Marton Fucsovics,Denis Shapovalov,0.1409,0.3338,0.25664,0.2121
2020-01-20,Australian Open,Hard,5,R128,Fabio Fognini,Reilly Opelka,0.5243,0.1818,0.31880000000000003,0.5801
2020-01-20,Australian Open,Hard,5,R128,Gregoire Barrere,Mohamed Safwat,0.6111,0.352,0.45563999999999993,0.5028
2020-01-20,Australian Open,Hard,5,R128,Guido Pella,John Patrick Smith,0.8896,0.5816,0.7048,0.8365
2020-01-20,Australian Open,Hard,5,R128,Sam Querrey,Borna Coric,0.5926,0.594,0.59344,0.6159
2020-01-20,Australian Open,Hard,5,R128,Roger Federer,Steve Johnson,0.967,0.6852,0.79792,0.9302
2020-01-20,Australian Open,Hard,5,R128,Ricardas Berankis,Roberto Carballes Baena,0.4575,0.5188,0.49428000000000005,0.4237
2020-01-20,Australian Open,Hard,5,R128,Filip Krajinovic,Quentin Halys,0.8807,0.5518,0.68336,0.8433
2020-01-20,Australian Open,Hard,5,R128,Michael Mmoh,Pablo Andujar,0.3479,0.5484,0.4682,0.3938
2020-01-20,Australian Open,Hard,5,R128,Philipp Kohlschreiber,Marcos Giron,0.7032,0.6366,0.66324,0.6247
2020-01-20,Australian Open,Hard,5,R128,Cristian Garin,Stefano Travaglia,0.6502,0.4254,0.51532,0.636
2020-01-20,Australian Open,Hard,5,R128,Tatsuma Ito,Prajnesh Gunneswaran,0.3957,0.451,0.42888000000000004,0.444
2020-01-20,Australian Open,Hard,5,R128,Benoit Paire,Cedrik Marcel Stebe,0.8603,0.6238,0.7183999999999999,0.7327
2020-01-20,Australian Open,Hard,5,R128,Marin Cilic,Corentin Moutet,0.803,0.713,0.749,0.7188
2020-01-20,Australian Open,Hard,5,R128,Roberto Bautista Agut,Feliciano Lopez,0.7488,0.594,0.6559200000000001,0.6877
2020-01-20,Australian Open,Hard,5,R128,Diego Schwartzman,Lloyd Harris,0.6612,0.4748,0.54936,0.6216
2020-01-20,Australian Open,Hard,5,R128,Alejandro Davidovich Fokina,Norbert Gombos,0.5613,0.4546,0.49728000000000006,0.5364
2020-01-20,Australian Open,Hard,5,R128,Marc Polmans,Mikhail Kukushkin,0.2341,0.4254,0.34887999999999997,0.3214
2020-01-20,Australian Open,Hard,5,R128,Dusan Lajovic,Kyle Edmund,0.3629,0.3764,0.371,0.3983
2020-01-20,Australian Open,Hard,5,R128,Daniel Evans,Mackenzie Mcdonald,0.713,0.5518,0.6162799999999999,0.6433
2020-01-20,Australian Open,Hard,5,R128,Alexander Zverev,Marco Cecchinato,0.9338,0.6454,0.76076,0.8648
2020-01-20,Australian Open,Hard,5,R128,Yoshihito Nishioka,Laslo Djere,0.6782,0.5484,0.60032,0.6833
2020-01-20,Australian Open,Hard,5,R128,Matteo Berrettini,Andrew Harris,0.8666,0.6824,0.7560800000000001,0.8367
2020-01-20,Australian Open,Hard,5,R128,Egor Gerasimov,Casper Ruud,0.6294,0.6238,0.6260399999999999,0.6381
2020-01-20,Australian Open,Hard,5,R128,Jannik Sinner,Max Purcell,0.7268,0.6238,0.665,0.6353
2020-01-20,Australian Open,Hard,5,R128,Stefanos Tsitsipas,Salvatore Caruso,0.9599,0.8038,0.8662399999999999,0.8964
2020-01-20,Australian Open,Hard,5,R32,Rafael Nadal,Pablo Carreno Busta,0.9469,0.6852,0.7898799999999999,0.8804
2020-01-20,Australian Open,Hard,5,R64,Nick Kyrgios,Gilles Simon,0.837,0.741,0.7794,0.7299
2020-01-20,Australian Open,Hard,5,R64,Karen Khachanov,Mikael Ymer,0.8346,0.6454,0.7210799999999999,0.7328
2020-01-20,Australian Open,Hard,5,R64,Yoshihito Nishioka,Daniel Evans,0.4857,0.41,0.44028,0.5278
2020-01-20,Australian Open,Hard,5,R64,Ernests Gulbis,Aljaz Bedene,0.2067,0.4748,0.36756,0.2785
2020-01-20,Australian Open,Hard,5,R64,Taylor Fritz,Kevin Anderson,0.2653,0.41,0.35212,0.217
2020-01-20,Australian Open,Hard,5,R64,Dominic Thiem,Alex Bolt,0.9517,0.6852,0.7918000000000001,0.9126
2020-01-20,Australian Open,Hard,5,R64,Daniil Medvedev,Pedro Martinez,0.976,0.7446,0.83716,0.934
2020-01-20,Australian Open,Hard,5,R64,Alexei Popyrin,Jaume Munar,0.5909,0.5484,0.5654,0.5547
2020-01-20,Australian Open,Hard,5,R64,John Isner,Alejandro Tabilo,0.889,0.7796,0.82336,0.7381
2020-01-20,Australian Open,Hard,5,R64,Stan Wawrinka,Andreas Seppi,0.8323,0.6824,0.74236,0.7477
2020-01-20,Australian Open,Hard,5,R64,David Goffin,Pierre Hugues Herbert,0.8231,0.451,0.59984,0.7392
2020-01-20,Australian Open,Hard,5,R64,Andrey Rublev,Yuichi Sugita,0.9338,0.6366,0.75548,0.9074
2020-01-20,Australian Open,Hard,5,R64,Fernando Verdasco,Nikoloz Basilashvili,0.4594,0.6246,0.55852,0.4574
2020-01-20,Australian Open,Hard,5,R64,Tennys Sandgren,Matteo Berrettini,0.1381,0.41,0.30123999999999995,0.1962
2020-01-20,Australian Open,Hard,5,R64,Alexander Zverev,Egor Gerasimov,0.732,0.5058,0.59628,0.5992
2020-01-20,Australian Open,Hard,5,R64,Sam Querrey,Ricardas Berankis,0.7901,0.6824,0.72548,0.7328
2020-01-20,Australian Open,Hard,5,R64,Stefanos Tsitsipas,Philipp Kohlschreiber,0.9107,0.6246,0.73904,0.8257
2020-01-20,Australian Open,Hard,5,R64,Dusan Lajovic,Marc Polmans,0.7401,0.5518,0.62712,0.6599
2020-01-20,Australian Open,Hard,5,R64,Roberto Bautista Agut,Michael Mmoh,0.9293,0.713,0.79952,0.8622
2020-01-20,Australian Open,Hard,5,R64,Marin Cilic,Benoit Paire,0.5678,0.6454,0.61436,0.5243
2020-01-20,Australian Open,Hard,5,R64,Milos Raonic,Cristian Garin,0.6908,0.7796,0.74408,0.5883
2020-01-20,Australian Open,Hard,5,R64,Diego Schwartzman,Alejandro Davidovich Fokina,0.8686,0.594,0.70384,0.815
2020-01-20,Australian Open,Hard,5,R64,Roger Federer,Filip Krajinovic,0.9367,0.7482,0.8236,0.8496
2020-01-20,Australian Open,Hard,5,R64,Tommy Paul,Grigor Dimitrov,0.2155,0.4748,0.37107999999999997,0.3044
2020-01-20,Australian Open,Hard,5,R64,Marton Fucsovics,Jannik Sinner,0.5339,0.4004,0.4538,0.5088
2020-01-20,Australian Open,Hard,5,R64,John Millman,Hubert Hurkacz,0.3645,0.41,0.3918,0.4026
2020-01-20,Australian Open,Hard,5,R64,Fabio Fognini,Jordan Thompson,0.7173,0.451,0.55752,0.644
2020-01-20,Australian Open,Hard,5,R64,Rafael Nadal,Federico Delbonis,0.9824,0.741,0.8375600000000001,0.9654
2020-01-20,Australian Open,Hard,5,R64,Gael Monfils,Ivo Karlovic,0.8147,0.247,0.47408,0.7831
2020-01-20,Australian Open,Hard,5,R64,Novak Djokovic,Tatsuma Ito,0.9861,0.7796,0.8622,0.9782
2020-01-20,Australian Open,Hard,5,R64,Guido Pella,Gregoire Barrere,0.7691,0.6246,0.6824000000000001,0.7342
2020-01-20,Australian Open,Hard,5,R32,Nick Kyrgios,Karen Khachanov,0.6231,0.6454,0.6364799999999999,0.5946
2020-01-20,Australian Open,Hard,5,R32,Gael Monfils,Ernests Gulbis,0.8831,0.5518,0.68432,0.7831
2020-01-20,Australian Open,Hard,5,R32,Milos Raonic,Stefanos Tsitsipas,0.2199,0.6238,0.46224,0.2319
2020-01-20,Australian Open,Hard,5,R32,Dominic Thiem,Taylor Fritz,0.8535,0.5484,0.67044,0.7954
2020-01-20,Australian Open,Hard,5,R32,Daniil Medvedev,Alexei Popyrin,0.9507,0.6454,0.76752,0.8996
2020-01-20,Australian Open,Hard,5,R32,Stan Wawrinka,John Isner,0.568,0.352,0.43839999999999996,0.6361
2020-01-20,Australian Open,Hard,5,R32,Andrey Rublev,David Goffin,0.6137,0.6238,0.6197600000000001,0.611
2020-01-20,Australian Open,Hard,5,R32,Alexander Zverev,Fernando Verdasco,0.7729,0.5188,0.6204400000000001,0.6883
2020-01-20,Australian Open,Hard,5,R32,Fabio Fognini,Guido Pella,0.5708,0.4254,0.48356,0.5187
2020-01-20,Australian Open,Hard,5,R32,Marton Fucsovics,Tommy Paul,0.5352,0.4254,0.46931999999999996,0.5113
2020-01-20,Australian Open,Hard,5,R32,Roger Federer,John Millman,0.946,0.7446,0.82516,0.8865
2020-01-20,Australian Open,Hard,5,R32,Marin Cilic,Roberto Bautista Agut,0.3628,0.451,0.41572,0.3917
2020-01-20,Australian Open,Hard,5,R32,Diego Schwartzman,Dusan Lajovic,0.6894,0.5058,0.57924,0.6591
2020-01-20,Australian Open,Hard,5,R32,Novak Djokovic,Yoshihito Nishioka,0.9683,0.7778,0.8540000000000001,0.9011
2020-01-20,Australian Open,Hard,5,R16,Rafael Nadal,Nick Kyrgios,0.8393,0.5188,0.647,0.8362
2020-01-20,Australian Open,Hard,5,R32,Tennys Sandgren,Sam Querrey,0.2344,0.41,0.33975999999999995,0.3004
2020-01-20,Australian Open,Hard,5,R16,Stan Wawrinka,Daniil Medvedev,0.2382,0.4748,0.38015999999999994,0.337
2020-01-20,Australian Open,Hard,5,F,Novak Djokovic,Dominic Thiem,0.7825,0.6238,0.68728,0.7474
2020-01-20,Australian Open,Hard,5,R16,Dominic Thiem,Gael Monfils,0.7829,0.5658,0.65264,0.7096
2020-01-20,Australian Open,Hard,5,SF,Novak Djokovic,Roger Federer,0.6381,0.5058,0.5587200000000001,0.5911
2020-01-20,Australian Open,Hard,5,SF,Dominic Thiem,Alexander Zverev,0.674,0.5484,0.5986400000000001,0.634
2020-01-20,Australian Open,Hard,5,QF,Roger Federer,Tennys Sandgren,0.9577,0.6824,0.79252,0.9197
2020-01-20,Australian Open,Hard,5,QF,Alexander Zverev,Stan Wawrinka,0.5052,0.4546,0.47484000000000004,0.4355
2020-01-20,Australian Open,Hard,5,QF,Novak Djokovic,Milos Raonic,0.9135,0.41,0.6113999999999999,0.9061
2020-01-20,Australian Open,Hard,5,R16,Novak Djokovic,Diego Schwartzman,0.9572,0.7702,0.845,0.8943
2020-01-20,Australian Open,Hard,5,R16,Milos Raonic,Marin Cilic,0.5045,0.713,0.6295999999999999,0.4607
2020-01-20,Australian Open,Hard,5,R16,Roger Federer,Marton Fucsovics,0.9599,0.7446,0.83072,0.9013
2020-01-20,Australian Open,Hard,5,R16,Tennys Sandgren,Fabio Fognini,0.2768,0.6246,0.48548,0.3482
2020-01-20,Australian Open,Hard,5,R16,Alexander Zverev,Andrey Rublev,0.4867,0.4748,0.47956,0.3803
2020-01-20,Australian Open,Hard,5,QF,Dominic Thiem,Rafael Nadal,0.2236,0.3728,0.31312,0.2671
2020-01-20,Australian Open,Hard,5,R64,Pablo Carreno Busta,Peter Gojowczyk,0.8059,0.6366,0.7043200000000001,0.737
2020-02-03,Cordoba,Clay,3,F,Cristian Garin,Diego Schwartzman,0.406,0.5702,0.5045200000000001,0.3144
2020-02-03,Cordoba,Clay,3,QF,Andrej Martin,Corentin Moutet,0.5339,0.5482,0.5424800000000001,0.5627
2020-02-03,Montpellier,Hard,3,R16,Pierre Hugues Herbert,Felix Auger Aliassime,0.4634,0.4842,0.47587999999999997,0.4946
2020-02-03,Cordoba,Clay,3,SF,Diego Schwartzman,Laslo Djere,0.6075,0.4186,0.49416000000000004,0.7425
2020-02-03,Cordoba,Clay,3,SF,Cristian Garin,Andrej Martin,0.6183,0.5482,0.57624,0.561
2020-02-03,Cordoba,Clay,3,QF,Diego Schwartzman,Albert Ramos,0.5652,0.4186,0.47724,0.5916
2020-02-03,Cordoba,Clay,3,QF,Laslo Djere,Juan Ignacio Londero,0.5119,0.4408,0.46924,0.4783
2020-02-03,Cordoba,Clay,3,QF,Cristian Garin,Pablo Cuevas,0.563,0.4132,0.47312,0.6429
2020-02-03,Cordoba,Clay,3,R16,Cristian Garin,Attila Balazs,0.6772,0.51,0.5768800000000001,0.6404
2020-02-03,Cordoba,Clay,3,R16,Albert Ramos,Pablo Andujar,0.5902,0.5794,0.58372,0.6874
2020-02-03,Cordoba,Clay,3,R16,Juan Ignacio Londero,Pedro Cachin,0.6475,0.5866,0.61096,0.5285
2020-02-03,Cordoba,Clay,3,R16,Pablo Cuevas,Gianluca Mager,0.6377,0.565,0.5940799999999999,0.5298
2020-02-03,Cordoba,Clay,3,R16,Andrej Martin,Carlos Taberner,0.6038,0.4626,0.51908,0.6022
2020-02-03,Cordoba,Clay,3,R16,Corentin Moutet,Guido Pella,0.2915,0.3294,0.31424,0.299
2020-02-03,Cordoba,Clay,3,R32,Albert Ramos,Facundo Bagnis,0.7637,0.5794,0.65312,0.8193
2020-02-03,Cordoba,Clay,3,R32,Jaume Munar,Leonardo Mayer,0.4875,0.4186,0.44616,0.4461
2020-02-03,Cordoba,Clay,3,R16,Diego Schwartzman,Jaume Munar,0.7077,0.4408,0.54756,0.7949
2020-02-03,Cordoba,Clay,3,R32,Pedro Martinez,Federico Gaio,0.5334,0.3596,0.42911999999999995,0.5345
2020-02-03,Cordoba,Clay,3,R32,Corentin Moutet,Thiago Monteiro,0.5111,0.3692,0.42596,0.6002
2020-02-03,Cordoba,Clay,3,R32,Juan Ignacio Londero,Marco Cecchinato,0.5541,0.5528,0.55332,0.6208
2020-02-03,Cordoba,Clay,3,R32,Pablo Andujar,Filip Horansky,0.6292,0.4626,0.5292399999999999,0.522
2020-02-03,Montpellier,Hard,3,SF,Gael Monfils,Filip Krajinovic,0.5636,0.5246,0.5402,0.5128
2020-02-03,Cordoba,Clay,3,R32,Gianluca Mager,Juan Pablo Ficovich,0.43,0.4842,0.46252000000000004,0.4794
2020-02-03,Cordoba,Clay,3,R32,Attila Balazs,Lorenzo Sonego,0.4599,0.4066,0.42792,0.5303
2020-02-03,Cordoba,Clay,3,R32,Carlos Taberner,Fernando Verdasco,0.3101,0.493,0.41984,0.2792
2020-02-03,Cordoba,Clay,3,R32,Andrej Martin,Federico Coria,0.6381,0.4842,0.54576,0.6115
2020-02-03,Montpellier,Hard,3,F,Gael Monfils,Vasek Pospisil,0.6943,0.4842,0.5682400000000001,0.7211
2020-02-03,Cordoba,Clay,3,R32,Pablo Cuevas,Federico Delbonis,0.578,0.5866,0.58316,0.5539
2020-02-03,Cordoba,Clay,3,R16,Laslo Djere,Pedro Martinez,0.6779,0.643,0.65696,0.5831
2020-02-03,Montpellier,Hard,3,R16,Richard Gasquet,Feliciano Lopez,0.5052,0.4778,0.48876,0.5254
2020-02-03,Montpellier,Hard,3,QF,Filip Krajinovic,Gregoire Barrere,0.6775,0.5794,0.6186400000000001,0.7826
2020-02-03,Montpellier,Hard,3,QF,Vasek Pospisil,Richard Gasquet,0.3918,0.5246,0.47148,0.3607
2020-02-03,Montpellier,Hard,3,QF,David Goffin,Pierre Hugues Herbert,0.6946,0.4408,0.54232,0.7258
2020-02-03,Montpellier,Hard,3,R16,Gael Monfils,Adrian Mannarino,0.6401,0.518,0.56684,0.6689
2020-02-03,Montpellier,Hard,3,R16,Norbert Gombos,Emil Ruusuvuori,0.4445,0.518,0.48860000000000003,0.3313
2020-02-03,Montpellier,Hard,3,R16,Gregoire Barrere,Grigor Dimitrov,0.2683,0.3724,0.33076,0.2008
2020-02-03,Montpellier,Hard,3,R16,Filip Krajinovic,Mikael Ymer,0.6615,0.5702,0.60672,0.7404
2020-02-03,Cordoba,Clay,3,R32,Pedro Cachin,Hugo Dellien,0.392,0.51,0.4628,0.4657
2020-02-03,Montpellier,Hard,3,QF,Gael Monfils,Norbert Gombos,0.7777,0.565,0.65008,0.8691
2020-02-03,Montpellier,Hard,3,R16,Vasek Pospisil,Denis Shapovalov,0.2869,0.4428,0.38044,0.2461
2020-02-03,Pune,Hard,3,R32,Prajnesh Gunneswaran,Yannick Maden,0.4634,0.5482,0.51428,0.4009
2020-02-03,Montpellier,Hard,3,R16,David Goffin,Alexander Bublik,0.6852,0.5246,0.58884,0.7958
2020-02-03,Montpellier,Hard,3,R32,Vasek Pospisil,Aljaz Bedene,0.4665,0.5482,0.51552,0.4822
