tourney_date,tourney_name,surface,best_of,round,winner_name,loser_name,comp_win_prob,sim_win_prob,blend_win_prob,elo_win_prob
2015-01-04,Brisbane,Hard,3,R32,John Millman,Rhyne Williams,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Sam Groth,Lleyton Hewitt,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Steve Johnson,Marinko Matosevic,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Bernard Tomic,Sam Querrey,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Thanasi Kokkinakis,Julien Benneteau,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Mikhail Kukushkin,Marius Copil,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Jarkko Nieminen,Denis Kudla,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Lukasz Kubot,Kevin Anderson,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Martin Klizan,Jurgen Melzer,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,Jeremy Chardy,Andrey Golubev,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R32,James Duckworth,Gilles Simon,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R16,James Duckworth,Jarkko Nieminen,0.4791,0.5246,0.5064,0.5
2015-01-04,Brisbane,Hard,3,R16,Roger Federer,John Millman,0.5412,0.4428,0.48216000000000003,0.477
2015-01-04,Brisbane,Hard,3,R32,Alexandr Dolgopolov,Carlos Berlocq,0.5,0.493,0.4958,0.5
2015-01-04,Brisbane,Hard,3,R16,Grigor Dimitrov,Jeremy Chardy,0.4825,0.4428,0.45868000000000003,0.477
2015-01-04,Brisbane,Hard,3,R16,Kei Nishikori,Steve Johnson,0.4917,0.4408,0.46116,0.477
2015-01-04,Brisbane,Hard,3,SF,Milos Raonic,Kei Nishikori,0.426,0.4428,0.43608,0.4759
2015-01-04,Brisbane,Hard,3,SF,Roger Federer,Grigor Dimitrov,0.5443,0.51,0.52372,0.5
2015-01-04,Brisbane,Hard,3,QF,Kei Nishikori,Bernard Tomic,0.5607,0.5482,0.5532,0.4769
2015-01-04,Brisbane,Hard,3,QF,Milos Raonic,Sam Groth,0.5741,0.4842,0.5201600000000001,0.5011
2015-01-04,Brisbane,Hard,3,QF,Grigor Dimitrov,Martin Klizan,0.5404,0.4626,0.49372,0.478
2015-01-04,Brisbane,Hard,3,F,Roger Federer,Milos Raonic,0.5282,0.4408,0.47576,0.5
2015-01-04,Brisbane,Hard,3,R16,Bernard Tomic,Thanasi Kokkinakis,0.5238,0.4408,0.47400000000000003,0.4759
2015-01-04,Brisbane,Hard,3,R16,Milos Raonic,Mikhail Kukushkin,0.5814,0.565,0.57156,0.5011
2015-01-04,Brisbane,Hard,3,R16,Sam Groth,Lukasz Kubot,0.5322,0.6102,0.579,0.477
2015-01-04,Brisbane,Hard,3,R16,Martin Klizan,Alexandr Dolgopolov,0.4694,0.4428,0.45344000000000007,0.476
2015-01-04,Brisbane,Hard,3,QF,Roger Federer,James Duckworth,0.6047,0.5528,0.57356,0.5241
2015-01-05,Chennai,Hard,3,R32,Aljaz Bedene,Lukas Lacko,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Tatsuma Ito,Ramkumar Ramanathan,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Guillermo Garcia Lopez,Evgeny Donskoy,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Peter Gojowczyk,Alejandro Falla,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Sergiy Stakhovsky,Jabor Al Mutawa,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Yen Hsun Lu,Somdev Devvarman,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Ricardas Berankis,Luca Vanni,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Jiri Vesely,N Vijay Sundar Prashanth,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Gilles Muller,Edouard Roger-Vasselin,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Elias Ymer,Igor Sijsling,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Borna Coric,Robin Haase,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Andreas Haider Maurer,Marcel Granollers,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R16,Stan Wawrinka,Borna Coric,0.5214,0.4778,0.49524,0.477
2015-01-05,Chennai,Hard,3,QF,Stan Wawrinka,Gilles Muller,0.5658,0.51,0.53232,0.5011
2015-01-05,Chennai,Hard,3,R16,David Goffin,Ricardas Berankis,0.5188,0.4842,0.49804000000000004,0.477
2015-01-05,Chennai,Hard,3,R16,Gilles Muller,Elias Ymer,0.5508,0.493,0.51612,0.477
2015-01-05,Chennai,Hard,3,SF,Aljaz Bedene,Roberto Bautista Agut,0.4581,0.5246,0.498,0.523
2015-01-05,Chennai,Hard,3,SF,Stan Wawrinka,David Goffin,0.5646,0.5702,0.56796,0.523
2015-01-05,Chennai,Hard,3,QF,Aljaz Bedene,Guillermo Garcia Lopez,0.464,0.4626,0.46316,0.522
2015-01-05,Chennai,Hard,3,QF,Roberto Bautista Agut,Yen Hsun Lu,0.5091,0.4778,0.49032,0.4551
2015-01-05,Chennai,Hard,3,F,Stan Wawrinka,Aljaz Bedene,0.5875,0.5866,0.58696,0.502
2015-01-05,Chennai,Hard,3,R16,Aljaz Bedene,Feliciano Lopez,0.4724,0.518,0.49976000000000004,0.544
2015-01-05,Chennai,Hard,3,R16,Guillermo Garcia Lopez,Tatsuma Ito,0.5141,0.4626,0.48319999999999996,0.478
2015-01-05,Chennai,Hard,3,R16,Roberto Bautista Agut,Peter Gojowczyk,0.5456,0.4778,0.50492,0.4801
2015-01-05,Chennai,Hard,3,R16,Yen Hsun Lu,Pablo Carreno Busta,0.4905,0.51,0.5022,0.4979
2015-01-05,Chennai,Hard,3,R16,Andreas Haider Maurer,Jiri Vesely,0.4882,0.4428,0.46096000000000004,0.5
2015-01-05,Doha,Hard,3,R32,Novak Djokovic,Dusan Lajovic,0.5,0.493,0.4958,0.5
2015-01-05,Chennai,Hard,3,R32,Pablo Carreno Busta,Alejandro Gonzalez,0.4713,0.4778,0.4752,0.4769
2015-01-05,Chennai,Hard,3,QF,David Goffin,Andreas Haider Maurer,0.5195,0.51,0.5138,0.4562
2015-01-05,Doha,Hard,3,QF,David Ferrer,Dustin Brown,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R16,Ivo Karlovic,Nikoloz Basilashvili,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Michael Berrer,Rafael Nadal,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Ivan Dodig,Mohamed Safwat,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Joao Souza,Malek Jaziri,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Andreas Seppi,Leonardo Mayer,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Tomas Berdych,Denis Istomin,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Blaz Kavcic,Juan Monaco,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Jan Lennard Struff,Philipp Kohlschreiber,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,Nikoloz Basilashvili,Mikhail Youzhny,0.4253,0.4842,0.46064000000000005,0.477
2015-01-05,Doha,Hard,3,R32,Dustin Brown,Paolo Lorenzi,0.4486,0.4428,0.44512000000000007,0.477
2015-01-05,Doha,Hard,3,R32,Fernando Verdasco,Teymuraz Gabashvili,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R32,David Ferrer,Thiemo De Bakker,0.5636,0.4842,0.51596,0.523
2015-01-05,Doha,Hard,3,R32,Simone Bolelli,Benjamin Becker,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R16,Novak Djokovic,Sergiy Stakhovsky,0.5835,0.4842,0.52392,0.5
2015-01-05,Doha,Hard,3,R32,Richard Gasquet,Pablo Andujar,0.5,0.493,0.4958,0.5
2015-01-05,Doha,Hard,3,R16,David Ferrer,Fernando Verdasco,0.5667,0.493,0.52248,0.522
2015-01-05,Doha,Hard,3,F,David Ferrer,Tomas Berdych,0.5131,0.4626,0.4828,0.5439
2015-01-05,Doha,Hard,3,SF,Tomas Berdych,Andreas Seppi,0.5594,0.51,0.52976,0.479
2015-01-05,Doha,Hard,3,SF,David Ferrer,Ivo Karlovic,0.5778,0.4778,0.5178,0.5646
2015-01-05,Doha,Hard,3,QF,Andreas Seppi,Ivan Dodig,0.4994,0.4186,0.45092,0.476
2015-01-05,Doha,Hard,3,QF,Tomas Berdych,Richard Gasquet,0.5587,0.5702,0.5656000000000001,0.503
2015-01-05,Doha,Hard,3,R32,Ivo Karlovic,Lukas Rosol,0.5195,0.6128,0.57548,0.503
2015-01-05,Doha,Hard,3,R16,Ivan Dodig,Michael Berrer,0.5049,0.5528,0.53364,0.4759
2015-01-05,Doha,Hard,3,R16,Andreas Seppi,Joao Souza,0.5257,0.4428,0.47596000000000005,0.5001
2015-01-05,Doha,Hard,3,R16,Tomas Berdych,Blaz Kavcic,0.5981,0.565,0.57824,0.5259
2015-01-05,Doha,Hard,3,R16,Richard Gasquet,Simone Bolelli,0.507,0.395,0.43979999999999997,0.4771
2015-01-05,Doha,Hard,3,R16,Dustin Brown,Jan Lennard Struff,0.4681,0.4132,0.43516,0.478
2015-01-05,Doha,Hard,3,QF,Ivo Karlovic,Novak Djokovic,0.4284,0.5794,0.519,0.4798
2015-01-11,Sydney,Hard,3,R32,Simone Bolelli,Marinko Matosevic,0.5238,0.493,0.50532,0.522
2015-01-11,Sydney,Hard,3,R32,Pablo Cuevas,Nicolas Almagro,0.5,0.493,0.4958,0.5
2015-01-11,Sydney,Hard,3,R32,Vasek Pospisil,Andreas Seppi,0.4798,0.4408,0.45640000000000003,0.4539
2015-01-11,Sydney,Hard,3,R32,Jerzy Janowicz,Nick Kyrgios,0.5,0.493,0.4958,0.5
2015-01-11,Sydney,Hard,3,R32,Leonardo Mayer,Benjamin Becker,0.5151,0.5246,0.5207999999999999,0.5
2015-01-11,Sydney,Hard,3,R32,Juan Martin del Potro,Sergiy Stakhovsky,0.5118,0.5528,0.5364,0.5
2015-01-11,Sydney,Hard,3,R32,Viktor Troicki,Martin Klizan,0.4844,0.5528,0.52544,0.4769
2015-01-11,Sydney,Hard,3,R32,Bernard Tomic,Igor Sijsling,0.5429,0.5482,0.54608,0.546
2015-01-11,Sydney,Hard,3,R32,Pablo Andujar,Jarkko Nieminen,0.5014,0.4626,0.47812,0.477
2015-01-11,Sydney,Hard,3,R16,Juan Martin del Potro,Fabio Fognini,0.4335,0.5702,0.51552,0.523
2015-01-11,Sydney,Hard,3,R32,Jeremy Chardy,Sam Querrey,0.5142,0.5246,0.52044,0.522
2015-01-11,Sydney,Hard,3,R32,Gilles Muller,Sam Groth,0.5093,0.4066,0.44768,0.5
2015-01-11,Sydney,Hard,3,R16,Leonardo Mayer,Jerzy Janowicz,0.5057,0.5482,0.5312,0.477
2015-01-11,Sydney,Hard,3,R32,Mikhail Kukushkin,Denis Istomin,0.5052,0.5482,0.531,0.5231
2015-01-11,Sydney,Hard,3,QF,Leonardo Mayer,Julien Benneteau,0.5219,0.629,0.58616,0.547
2015-01-11,Sydney,Hard,3,R16,Gilles Muller,Jeremy Chardy,0.5018,0.4408,0.4652,0.5262
2015-01-11,Sydney,Hard,3,R16,Bernard Tomic,Philipp Kohlschreiber,0.5024,0.5702,0.54308,0.5666
2015-01-11,Sydney,Hard,3,R16,Viktor Troicki,Pablo Andujar,0.495,0.565,0.5369999999999999,0.523
2015-01-11,Sydney,Hard,3,R16,Simone Bolelli,David Goffin,0.4586,0.493,0.47924,0.4938
2015-01-11,Sydney,Hard,3,QF,Mikhail Kukushkin,Juan Martin del Potro,0.5483,0.4408,0.4838,0.477
2015-01-11,Sydney,Hard,3,R16,Julien Benneteau,Vasek Pospisil,0.4842,0.4626,0.47124,0.4314
2015-01-11,Sydney,Hard,3,QF,Gilles Muller,Bernard Tomic,0.5141,0.4408,0.47012,0.505
2015-01-11,Sydney,Hard,3,SF,Mikhail Kukushkin,Leonardo Mayer,0.4633,0.4428,0.45100000000000007,0.5011
2015-01-11,Sydney,Hard,3,SF,Viktor Troicki,Gilles Muller,0.4481,0.493,0.47504,0.4544
2015-01-11,Sydney,Hard,3,F,Viktor Troicki,Mikhail Kukushkin,0.5014,0.5528,0.5322399999999999,0.5021
2015-01-11,Sydney,Hard,3,R16,Mikhail Kukushkin,Pablo Cuevas,0.4821,0.51,0.49884,0.5231
2015-01-11,Sydney,Hard,3,QF,Viktor Troicki,Simone Bolelli,0.5185,0.5482,0.53632,0.5497
2015-01-12,Auckland,Hard,3,R16,Lucas Pouille,Michael Venus,0.5,0.493,0.4958,0.5
2015-01-12,Auckland,Hard,3,R32,Michael Venus,Alejandro Gonzalez,0.4326,0.6128,0.54072,0.5011
2015-01-12,Auckland,Hard,3,R32,Albert Ramos,Paolo Lorenzi,0.5294,0.5246,0.52652,0.5241
2015-01-12,Auckland,Hard,3,R32,Yen Hsun Lu,Juan Monaco,0.5393,0.5528,0.5474,0.544
2015-01-12,Auckland,Hard,3,R32,Adrian Mannarino,Federico Delbonis,0.5,0.493,0.4958,0.5
2015-01-12,Auckland,Hard,3,R32,Jan Lennard Struff,Dominic Thiem,0.4899,0.5482,0.52488,0.499
2015-01-12,Auckland,Hard,3,R32,Pablo Carreno Busta,Borna Coric,0.5216,0.51,0.51464,0.502
2015-01-12,Auckland,Hard,3,R32,Diego Schwartzman,Guillermo Garcia Lopez,0.4844,0.4778,0.48044,0.475
2015-01-12,Auckland,Hard,3,R32,Donald Young,Go Soeda,0.5,0.493,0.4958,0.5
2015-01-12,Auckland,Hard,3,R32,Kenny De Schepper,Santiago Giraldo,0.5,0.493,0.4958,0.5
2015-01-12,Auckland,Hard,3,R32,Jiri Vesely,Thomaz Bellucci,0.4894,0.5482,0.52468,0.5
2015-01-12,Auckland,Hard,3,R32,Alejandro Falla,Jose Rubin Statham,0.4501,0.4186,0.4312,0.477
2015-01-12,Auckland,Hard,3,QF,Adrian Mannarino,Alejandro Falla,0.5466,0.5866,0.5706,0.522
2015-01-12,Auckland,Hard,3,R32,Steve Johnson,Joao Sousa,0.5033,0.5482,0.53024,0.4989
2015-01-12,Auckland,Hard,3,QF,Lucas Pouille,Albert Ramos,0.4741,0.493,0.48544000000000004,0.5011
2015-01-12,Auckland,Hard,3,R16,Albert Ramos,Yen Hsun Lu,0.4655,0.4842,0.47672000000000003,0.457
2015-01-12,Auckland,Hard,3,R16,Alejandro Falla,Kenny De Schepper,0.4647,0.3724,0.40932,0.4561
2015-01-12,Auckland,Hard,3,R16,Steve Johnson,Pablo Carreno Busta,0.5083,0.518,0.51412,0.4981
2015-01-12,Auckland,Hard,3,R16,Kevin Anderson,Jan Lennard Struff,0.5236,0.4132,0.45736,0.455
2015-01-12,Auckland,Hard,3,R16,Donald Young,Diego Schwartzman,0.5033,0.565,0.5403199999999999,0.4988
2015-01-12,Auckland,Hard,3,R16,Jiri Vesely,Ernests Gulbis,0.4973,0.5866,0.55088,0.523
2015-01-12,Auckland,Hard,3,QF,Kevin Anderson,Steve Johnson,0.5076,0.4132,0.45096,0.457
2015-01-12,Auckland,Hard,3,SF,Adrian Mannarino,Lucas Pouille,0.5345,0.4626,0.49135999999999996,0.499
2015-01-12,Auckland,Hard,3,SF,Jiri Vesely,Kevin Anderson,0.4626,0.5482,0.51396,0.5179
2015-01-12,Auckland,Hard,3,F,Jiri Vesely,Adrian Mannarino,0.4969,0.5866,0.55072,0.4991
2015-01-12,Auckland,Hard,3,R16,Adrian Mannarino,Roberto Bautista Agut,0.4643,0.51,0.49172,0.518
2015-01-12,Auckland,Hard,3,QF,Jiri Vesely,Donald Young,0.531,0.6128,0.58008,0.544
2015-01-19,Australian Open,Hard,5,R128,Roger Federer,Yen Hsun Lu,0.7354,0.6366,0.67612,0.5744
2015-01-19,Australian Open,Hard,5,R128,Feliciano Lopez,Denis Kudla,0.6273,0.5188,0.5622,0.502
2015-01-19,Australian Open,Hard,5,R128,Jerzy Janowicz,Hiroki Moriya,0.4974,0.5658,0.53844,0.4989
2015-01-19,Australian Open,Hard,5,R128,Adrian Mannarino,Blaz Rola,0.5669,0.594,0.58316,0.5668
2015-01-19,Australian Open,Hard,5,R128,Roberto Bautista Agut,Dominic Thiem,0.5907,0.4546,0.50904,0.5279
2015-01-19,Australian Open,Hard,5,R128,Andrey Kuznetsov,Albert Ramos,0.5019,0.4748,0.48563999999999996,0.4761
2015-01-19,Australian Open,Hard,5,R128,Andreas Haider Maurer,Laurent Lokoli,0.4816,0.5058,0.49612,0.521
2015-01-19,Australian Open,Hard,5,R128,John Isner,Jimmy Wang,0.5,0.5058,0.50348,0.5
2015-01-19,Australian Open,Hard,5,R128,Fernando Verdasco,James Ward,0.509,0.451,0.4742,0.501
2015-01-19,Australian Open,Hard,5,R128,Go Soeda,Elias Ymer,0.5603,0.4748,0.509,0.478
2015-01-19,Australian Open,Hard,5,R128,Benjamin Becker,Julien Benneteau,0.4388,0.4254,0.43076,0.4717
2015-01-19,Australian Open,Hard,5,R128,Novak Djokovic,Aljaz Bedene,0.6197,0.5188,0.55916,0.4571
2015-01-19,Australian Open,Hard,5,R128,Gilles Muller,Pablo Carreno Busta,0.5924,0.5658,0.57644,0.5655
2015-01-19,Australian Open,Hard,5,R128,Milos Raonic,Illya Marchenko,0.6842,0.6852,0.6848000000000001,0.5469
2015-01-19,Australian Open,Hard,5,R128,Matthias Bachinger,Pablo Cuevas,0.4753,0.4748,0.475,0.4989
2015-01-19,Australian Open,Hard,5,R128,Stan Wawrinka,Marsel Ilhan,0.7198,0.6454,0.67516,0.5909
2015-01-19,Australian Open,Hard,5,R128,Santiago Giraldo,Jan Hernych,0.4851,0.4254,0.44927999999999996,0.477
2015-01-19,Australian Open,Hard,5,R128,Marius Copil,Pablo Andujar,0.3969,0.5484,0.4878,0.4979
2015-01-19,Australian Open,Hard,5,R128,Jarkko Nieminen,Andrey Golubev,0.4965,0.4546,0.47136,0.4989
2015-01-19,Australian Open,Hard,5,R128,Paolo Lorenzi,Alexandr Dolgopolov,0.3898,0.3874,0.38836000000000004,0.4552
2015-01-19,Australian Open,Hard,5,R128,Vasek Pospisil,Sam Querrey,0.5065,0.5058,0.5060800000000001,0.5439
2015-01-19,Australian Open,Hard,5,R128,Guillermo Garcia Lopez,Peter Gojowczyk,0.5563,0.4748,0.5074,0.5018
2015-01-19,Australian Open,Hard,5,R128,Alejandro Gonzalez,Fabio Fognini,0.3694,0.4924,0.4432,0.4749
2015-01-19,Australian Open,Hard,5,R128,David Ferrer,Thomaz Bellucci,0.747,0.5518,0.62988,0.6282
2015-01-19,Australian Open,Hard,5,R128,Sergiy Stakhovsky,Dusan Lajovic,0.5087,0.5816,0.55244,0.5
2015-01-19,Australian Open,Hard,5,R128,Marcel Granollers,Stephane Robert,0.4547,0.493,0.47768,0.477
2015-01-19,Australian Open,Hard,5,R128,Gilles Simon,Robin Haase,0.5835,0.5188,0.54468,0.5
2015-01-19,Australian Open,Hard,5,R128,Donald Young,Tim Puetz,0.5081,0.5188,0.51452,0.5251
2015-01-19,Australian Open,Hard,5,R128,Steve Johnson,Kyle Edmund,0.5329,0.6238,0.58744,0.5201
2015-01-19,Australian Open,Hard,5,R128,Ivan Dodig,Joao Souza,0.5518,0.5658,0.5601999999999999,0.523
2015-01-19,Australian Open,Hard,5,R128,Viktor Troicki,Jiri Vesely,0.4841,0.4748,0.47851999999999995,0.5036
2015-01-19,Australian Open,Hard,5,R128,Tomas Berdych,Alejandro Falla,0.7324,0.7702,0.75508,0.5663
2015-01-19,Australian Open,Hard,5,R128,Simone Bolelli,Juan Monaco,0.5905,0.6454,0.62344,0.5672
2015-01-19,Australian Open,Hard,5,R128,Dudi Sela,Jan Lennard Struff,0.5138,0.41,0.45152000000000003,0.503
2015-01-19,Australian Open,Hard,5,R128,Lukas Rosol,Kenny De Schepper,0.5506,0.5484,0.54928,0.4791
2015-01-19,Australian Open,Hard,5,R128,Richard Gasquet,Carlos Berlocq,0.619,0.5658,0.5870799999999999,0.5471
2015-01-19,Australian Open,Hard,5,R128,James Duckworth,Blaz Kavcic,0.4998,0.451,0.47052000000000005,0.5229
2015-01-19,Australian Open,Hard,5,R128,Ricardas Berankis,Igor Sijsling,0.5454,0.5658,0.5576399999999999,0.5428
2015-01-19,Australian Open,Hard,5,R128,Kevin Anderson,Diego Schwartzman,0.6078,0.6366,0.6250800000000001,0.5038
2015-01-19,Australian Open,Hard,5,R128,Bernard Tomic,Tobias Kamke,0.5302,0.6454,0.59932,0.5411
2015-01-19,Australian Open,Hard,5,R128,Thanasi Kokkinakis,Ernests Gulbis,0.3881,0.5658,0.49471999999999994,0.5208
2015-01-19,Australian Open,Hard,5,R128,Sam Groth,Filip Krajinovic,0.4898,0.6454,0.58316,0.5011
2015-01-19,Australian Open,Hard,5,R128,Philipp Kohlschreiber,Paul Henri Mathieu,0.4906,0.5658,0.53572,0.4571
2015-01-19,Australian Open,Hard,5,R128,Leonardo Mayer,John Millman,0.6494,0.6238,0.6340399999999999,0.523
2015-01-19,Australian Open,Hard,5,R128,Rafael Nadal,Mikhail Youzhny,0.6448,0.5816,0.6068800000000001,0.5011
2015-01-19,Australian Open,Hard,5,R128,Jurgen Melzer,Victor Estrella,0.4099,0.5058,0.46744,0.477
2015-01-19,Australian Open,Hard,5,R128,Tim Smyczek,Luke Saville,0.5,0.5058,0.50348,0.5
2015-01-19,Australian Open,Hard,5,R128,Grigor Dimitrov,Dustin Brown,0.628,0.5058,0.5546800000000001,0.5
2015-01-19,Australian Open,Hard,5,R128,Andy Murray,Yuki Bhambri,0.5,0.5058,0.50348,0.5
2015-01-19,Australian Open,Hard,5,R128,Marinko Matosevic,Alexander Kudryavtsev,0.4144,0.493,0.46156,0.4551
2015-01-19,Australian Open,Hard,5,R128,Joao Sousa,Jordan Thompson,0.4571,0.4748,0.46771999999999997,0.4769
2015-01-19,Australian Open,Hard,5,R128,Martin Klizan,Tatsuma Ito,0.557,0.41,0.4688,0.5
2015-01-19,Australian Open,Hard,5,R128,David Goffin,Michael Russell,0.557,0.5518,0.55388,0.5038
2015-01-19,Australian Open,Hard,5,R128,Marcos Baghdatis,Teymuraz Gabashvili,0.549,0.451,0.4902,0.523
2015-01-19,Australian Open,Hard,5,R128,Lukas Lacko,Maximo Gonzalez,0.4268,0.493,0.46652000000000005,0.477
2015-01-19,Australian Open,Hard,5,R128,Edouard Roger-Vasselin,Tommy Robredo,0.4092,0.493,0.45948,0.477
2015-01-19,Australian Open,Hard,5,R128,Malek Jaziri,Mikhail Kukushkin,0.4026,0.4924,0.45648,0.4099
2015-01-19,Australian Open,Hard,5,R128,Nick Kyrgios,Federico Delbonis,0.5192,0.6852,0.6188,0.5
2015-01-19,Australian Open,Hard,5,R128,Ivo Karlovic,Ruben Bemelmans,0.6127,0.6942,0.6616,0.5497
2015-01-19,Australian Open,Hard,5,R128,Jeremy Chardy,Borna Coric,0.6059,0.6454,0.6295999999999999,0.5231
2015-01-19,Australian Open,Hard,5,R128,Kei Nishikori,Nicolas Almagro,0.6864,0.6852,0.6856800000000001,0.5469
2015-01-19,Australian Open,Hard,5,R128,Gael Monfils,Lucas Pouille,0.5429,0.4004,0.45740000000000003,0.4771
2015-01-19,Australian Open,Hard,5,R128,Lleyton Hewitt,Ze Zhang,0.4222,0.4924,0.46432,0.477
2015-01-19,Australian Open,Hard,5,R128,Andreas Seppi,Denis Istomin,0.5842,0.6246,0.6084400000000001,0.5656
2015-01-19,Australian Open,Hard,5,R32,Novak Djokovic,Fernando Verdasco,0.6814,0.6454,0.6597999999999999,0.5231
2015-01-19,Australian Open,Hard,5,R64,Andreas Seppi,Jeremy Chardy,0.4821,0.3874,0.42528,0.5199
2015-01-19,Australian Open,Hard,5,R64,Gilles Muller,Roberto Bautista Agut,0.5283,0.6454,0.59856,0.5598
2015-01-19,Australian Open,Hard,5,R64,Feliciano Lopez,Adrian Mannarino,0.4745,0.41,0.43579999999999997,0.4156
2015-01-19,Australian Open,Hard,5,R64,Jerzy Janowicz,Gael Monfils,0.446,0.493,0.4742,0.4979
2015-01-19,Australian Open,Hard,5,R64,Benjamin Becker,Lleyton Hewitt,0.5268,0.5188,0.522,0.4772
2015-01-19,Australian Open,Hard,5,R64,Milos Raonic,Donald Young,0.6768,0.6824,0.68016,0.5209
2015-01-19,Australian Open,Hard,5,R64,Stan Wawrinka,Marius Copil,0.7653,0.6454,0.69336,0.6089
2015-01-19,Australian Open,Hard,5,R64,Jarkko Nieminen,Matthias Bachinger,0.524,0.451,0.4802,0.4759
2015-01-19,Australian Open,Hard,5,R64,Vasek Pospisil,Paolo Lorenzi,0.5535,0.5484,0.55044,0.5408
2015-01-19,Australian Open,Hard,5,R64,David Ferrer,Sergiy Stakhovsky,0.7456,0.6238,0.67252,0.6226
2015-01-19,Australian Open,Hard,5,R64,Gilles Simon,Marcel Granollers,0.5644,0.4924,0.5212,0.4989
2015-01-19,Australian Open,Hard,5,R64,John Isner,Andreas Haider Maurer,0.5724,0.5816,0.57792,0.48
2015-01-19,Australian Open,Hard,5,R64,Steve Johnson,Santiago Giraldo,0.5487,0.6366,0.60144,0.5411
2015-01-19,Australian Open,Hard,5,R64,Kei Nishikori,Ivan Dodig,0.6428,0.5816,0.60608,0.4999
2015-01-19,Australian Open,Hard,5,R64,Guillermo Garcia Lopez,Alejandro Gonzalez,0.6104,0.4924,0.5396000000000001,0.5466
2015-01-19,Australian Open,Hard,5,R64,Rafael Nadal,Tim Smyczek,0.6356,0.594,0.6106400000000001,0.4769
2015-01-19,Australian Open,Hard,5,R64,Viktor Troicki,Leonardo Mayer,0.5657,0.5484,0.55532,0.5927
2015-01-19,Australian Open,Hard,5,R64,Grigor Dimitrov,Lukas Lacko,0.6851,0.5188,0.5853200000000001,0.5469
2015-01-19,Australian Open,Hard,5,R64,Marcos Baghdatis,David Goffin,0.415,0.4748,0.45087999999999995,0.4953
2015-01-19,Australian Open,Hard,5,R64,Joao Sousa,Martin Klizan,0.4507,0.5484,0.50932,0.479
2015-01-19,Australian Open,Hard,5,R64,Andy Murray,Marinko Matosevic,0.6826,0.5484,0.60208,0.5429
2015-01-19,Australian Open,Hard,5,R64,Malek Jaziri,Edouard Roger-Vasselin,0.5381,0.493,0.51104,0.5031
2015-01-19,Australian Open,Hard,5,R64,Dudi Sela,Lukas Rosol,0.4436,0.4546,0.45020000000000004,0.5218
2015-01-19,Australian Open,Hard,5,R64,Kevin Anderson,Ricardas Berankis,0.6311,0.594,0.60884,0.5077
2015-01-19,Australian Open,Hard,5,R64,Sam Groth,Thanasi Kokkinakis,0.5787,0.6454,0.6187199999999999,0.5031
2015-01-19,Australian Open,Hard,5,R64,Richard Gasquet,James Duckworth,0.5945,0.6238,0.61208,0.499
2015-01-19,Australian Open,Hard,5,R64,Bernard Tomic,Philipp Kohlschreiber,0.5433,0.5484,0.54636,0.5796
2015-01-19,Australian Open,Hard,5,R64,Novak Djokovic,Andrey Kuznetsov,0.7171,0.6366,0.6688000000000001,0.5448
