sofascore_event_id,tourney_date,surface,winner_name,loser_name,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced
15479263,2026-02-13,Clay,Sebastian Baez,Camilo Ugo Carabelli,1,1,67,46,32,15,4.0,5.0,2,4,94,57,37,14,9.0,12.0
15479244,2026-02-13,Hard,Marin Cilic,Jack Pinnington Jones,16,0,51,33,28,9,1.0,1.0,3,3,56,33,20,10,4.0,6.0
15479239,2026-02-13,Hard,Taylor Fritz,Sebastian Korda,22,3,116,87,70,11,4.0,4.0,12,0,103,69,57,19,1.0,2.0
15479240,2026-02-13,Hard,Ben Shelton,Adrian Mannarino,23,1,108,77,59,16,5.0,6.0,12,4,107,63,47,21,3.0,5.0
15479244,2026-02-13,Hard,Marin Cilic,Jack Pinnington Jones,16,0,51,33,28,9,1.0,1.0,3,3,56,33,20,10,4.0,6.0
15479343,2026-02-13,Hard,Ugo Humbert,Christopher O'Connell,5,2,49,26,25,13,0.0,0.0,4,1,50,28,17,10,3.0,4.0
15479336,2026-02-13,Hard,Alex de Minaur,Botic Van de Zandschulp,4,3,100,67,50,18,5.0,6.0,12,8,120,70,52,24,3.0,5.0
15479348,2026-02-13,Hard,Felix Auger-Aliassime,Tallon Griekspoor,9,3,64,38,34,14,1.0,1.0,3,3,68,46,32,9,3.0,5.0
15479341,2026-02-13,Hard,Alexander Bublik,Jaume Munar,10,7,113,61,50,31,6.0,7.0,8,1,110,63,49,25,4.0,6.0
15479268,2026-02-13,Clay,Tomas Martin Etcheverry,Alejandro Tabilo,9,0,80,56,39,12,2.0,5.0,2,3,70,45,29,15,0.0,3.0
15479258,2026-02-13,Clay,Francisco Cerundolo,Vit Kopriva,3,2,62,38,28,10,3.0,5.0,2,4,67,42,26,6,7.0,10.0
15479262,2026-02-13,Clay,Luciano Darderi,Pedro Martinez,9,3,64,38,35,10,3.0,3.0,0,3,56,40,26,5,1.0,4.0
15479262,2026-02-13,Clay,Luciano Darderi,Pedro Martinez,9,3,64,38,35,10,3.0,3.0,0,3,56,40,26,5,1.0,4.0
15479258,2026-02-13,Clay,Francisco Cerundolo,Vit Kopriva,3,2,62,38,28,10,3.0,5.0,2,4,67,42,26,6,7.0,10.0
15479236,2026-02-13,Hard,Miomir Kecmanovic,Tommy Paul,6,2,89,65,50,13,3.0,4.0,14,1,90,58,46,13,2.0,3.0
15479239,2026-02-13,Hard,Taylor Fritz,Sebastian Korda,22,3,116,87,70,11,4.0,4.0,12,0,103,69,57,19,1.0,2.0
15479240,2026-02-13,Hard,Ben Shelton,Adrian Mannarino,23,1,108,77,59,16,5.0,6.0,12,4,107,63,47,21,3.0,5.0
15479343,2026-02-13,Hard,Ugo Humbert,Christopher O'Connell,5,2,49,26,25,13,0.0,0.0,4,1,50,28,17,10,3.0,4.0
15479236,2026-02-13,Hard,Miomir Kecmanovic,Tommy Paul,6,2,89,65,50,13,3.0,4.0,14,1,90,58,46,13,2.0,3.0
15479268,2026-02-13,Clay,Tomas Martin Etcheverry,Alejandro Tabilo,9,0,80,56,39,12,2.0,5.0,2,3,70,45,29,15,0.0,3.0
15479336,2026-02-13,Hard,Alex de Minaur,Botic Van de Zandschulp,4,3,100,67,50,18,5.0,6.0,12,8,120,70,52,24,3.0,5.0
15479263,2026-02-13,Clay,Sebastian Baez,Camilo Ugo Carabelli,1,1,67,46,32,15,4.0,5.0,2,4,94,57,37,14,9.0,12.0
15479341,2026-02-13,Hard,Alexander Bublik,Jaume Munar,10,7,113,61,50,31,6.0,7.0,8,1,110,63,49,25,4.0,6.0
15479348,2026-02-13,Hard,Felix Auger-Aliassime,Tallon Griekspoor,9,3,64,38,34,14,1.0,1.0,3,3,68,46,32,9,3.0,5.0
15479252,2026-02-14,Hard,Ben Shelton,Denis Shapovalov,8,4,113,81,59,18,10.0,11.0,4,2,109,68,50,25,5.0,6.0
15479272,2026-02-14,Clay,Francisco Cerundolo,Tomas Martin Etcheverry,3,0,67,42,35,14,1.0,1.0,4,1,64,39,25,14,3.0,5.0
15539548,2026-02-14,Clay,Tomas Barrios Vera,Pedro Boscardin Dias,1,0,63,40,28,10,2.0,3.0,6,0,60,36,21,10,2.0,7.0
15479271,2026-02-14,Clay,Luciano Darderi,Sebastian Baez,3,0,51,32,27,15,0.0,0.0,1,1,65,47,27,11,1.0,4.0
15540775,2026-02-14,Hard,Yibing Wu,Colton Smith,3,2,72,40,29,15,5.0,6.0,1,3,66,46,25,9,4.0,8.0
15540777,2026-02-14,Hard,Adam Walton,Nicolas Moreno de Alboran,13,2,80,55,47,12,0.0,1.0,5,4,83,49,37,19,3.0,3.0
15540778,2026-02-14,Hard,Tristan Schoolkate,Murphy Cassone,5,4,68,42,36,11,1.0,2.0,6,3,69,44,31,14,2.0,4.0
15539550,2026-02-14,Clay,Dusan Lajovic,Hugo Dellien,3,1,80,50,36,16,2.0,3.0,3,1,85,75,46,4,3.0,6.0
15540773,2026-02-14,Hard,Dalibor Svrcina,Nicolas Mejia,1,5,72,47,33,16,1.0,2.0,4,2,76,38,27,20,3.0,7.0
15540771,2026-02-14,Hard,Rinky Hijikata,Michael Mmoh,9,3,114,77,53,20,3.0,6.0,8,9,108,68,48,20,6.0,9.0
15540776,2026-02-14,Hard,Sho Shimabukuro,Benjamin Willwerth,5,3,66,41,33,14,1.0,1.0,2,2,79,47,35,16,3.0,4.0
15479242,2026-02-14,Hard,Taylor Fritz,Marin Cilic,22,0,75,56,48,11,0.0,0.0,16,8,97,54,44,21,5.0,5.0
15540770,2026-02-14,Hard,Zachary Svajda,Liam Draxl,8,0,59,36,29,10,4.0,5.0,4,3,43,31,14,4,1.0,6.0
15479347,2026-02-14,Hard,Felix Auger-Aliassime,Alexander Bublik,7,3,40,28,27,6,0.0,0.0,4,1,44,30,16,5,2.0,6.0
15479339,2026-02-14,Hard,Alex de Minaur,Ugo Humbert,1,2,76,52,35,13,8.0,8.0,0,2,52,30,21,14,1.0,3.0
15540775,2026-02-14,Hard,Yibing Wu,Colton Smith,3,2,72,40,29,15,5.0,6.0,1,3,66,46,25,9,4.0,8.0
15539549,2026-02-14,Clay,Vilius Gaubas,Andrea Pellegrino,13,2,89,59,44,12,9.0,9.0,5,2,70,36,27,16,5.0,6.0
15540776,2026-02-14,Hard,Sho Shimabukuro,Benjamin Willwerth,5,3,66,41,33,14,1.0,1.0,2,2,79,47,35,16,3.0,4.0
15540777,2026-02-14,Hard,Adam Walton,Nicolas Moreno de Alboran,13,2,80,55,47,12,0.0,1.0,5,4,83,49,37,19,3.0,3.0
15540771,2026-02-14,Hard,Rinky Hijikata,Michael Mmoh,9,3,114,77,53,20,3.0,6.0,8,9,108,68,48,20,6.0,9.0
15540773,2026-02-14,Hard,Dalibor Svrcina,Nicolas Mejia,1,5,72,47,33,16,1.0,2.0,4,2,76,38,27,20,3.0,7.0
15540770,2026-02-14,Hard,Zachary Svajda,Liam Draxl,8,0,59,36,29,10,4.0,5.0,4,3,43,31,14,4,1.0,6.0
15540778,2026-02-14,Hard,Tristan Schoolkate,Murphy Cassone,5,4,68,42,36,11,1.0,2.0,6,3,69,44,31,14,2.0,4.0
15539551,2026-02-14,Clay,Dino Prizmic,Daniel Elahi Galan,1,1,44,16,11,20,1.0,2.0,0,2,41,24,13,3,3.0,7.0
15540774,2026-02-14,Hard,Coleman Wong,Yoshihito Nishioka,15,1,44,28,23,10,1.0,1.0,2,2,60,38,21,9,6.0,9.0
15539554,2026-02-14,Clay,Thiago Monteiro,Adolfo Daniel Vallejo,3,1,46,32,24,7,0.0,1.0,1,2,64,42,23,9,6.0,11.0
15539551,2026-02-14,Clay,Dino Prizmic,Daniel Elahi Galan,1,1,44,16,11,20,1.0,2.0,0,2,41,24,13,3,3.0,7.0
15539550,2026-02-14,Clay,Dusan Lajovic,Hugo Dellien,3,1,80,50,36,16,2.0,3.0,3,1,85,75,46,4,3.0,6.0
15539548,2026-02-14,Clay,Tomas Barrios Vera,Pedro Boscardin Dias,1,0,63,40,28,10,2.0,3.0,6,0,60,36,21,10,2.0,7.0
15539547,2026-02-14,Clay,Jaime Faria,Nicolas Jarry,6,5,106,58,45,29,3.0,4.0,6,1,96,75,51,10,0.0,3.0
15539553,2026-02-14,Clay,Francesco Passaro,Elmer Moller,6,3,76,47,31,12,4.0,7.0,2,6,67,43,20,12,3.0,5.0
15539552,2026-02-14,Clay,Igor Marcondes,Chun-Hsin Tseng,7,4,85,56,38,15,10.0,10.0,2,4,60,37,25,11,2.0,3.0
15541954,2026-02-14,Hard,Roberto Carballes Baena,Lucas Miedler,4,2,43,34,24,6,1.0,1.0,8,4,90,50,36,7,12.0,16.0
15539553,2026-02-14,Clay,Francesco Passaro,Elmer Moller,6,3,76,47,31,12,4.0,7.0,2,6,67,43,20,12,3.0,5.0
15540774,2026-02-14,Hard,Coleman Wong,Yoshihito Nishioka,15,1,44,28,23,10,1.0,1.0,2,2,60,38,21,9,6.0,9.0
15539554,2026-02-14,Clay,Thiago Monteiro,Adolfo Daniel Vallejo,3,1,46,32,24,7,0.0,1.0,1,2,64,42,23,9,6.0,11.0
15479347,2026-02-14,Hard,Felix Auger-Aliassime,Alexander Bublik,7,3,40,28,27,6,0.0,0.0,4,1,44,30,16,5,2.0,6.0
15479339,2026-02-14,Hard,Alex de Minaur,Ugo Humbert,1,2,76,52,35,13,8.0,8.0,0,2,52,30,21,14,1.0,3.0
15479251,2026-02-14,Hard,Denis Shapovalov,Alejandro Davidovich Fokina,17,2,89,54,41,21,1.0,2.0,2,3,86,64,48,12,4.0,6.0
15479252,2026-02-14,Hard,Ben Shelton,Denis Shapovalov,8,4,113,81,59,18,10.0,11.0,4,2,109,68,50,25,5.0,6.0
15479242,2026-02-14,Hard,Taylor Fritz,Marin Cilic,22,0,75,56,48,11,0.0,0.0,16,8,97,54,44,21,5.0,5.0
15541954,2026-02-14,Hard,Roberto Carballes Baena,Lucas Miedler,4,2,43,34,24,6,1.0,1.0,8,4,90,50,36,7,12.0,16.0
15479241,2026-02-14,Hard,Ben Shelton,Miomir Kecmanovic,14,7,90,65,60,7,1.0,2.0,7,2,85,51,44,16,3.0,5.0
15538336,2026-02-14,Hard,Jan Choinski,James McCabe,5,3,56,35,26,15,1.0,1.0,9,1,62,37,26,12,0.0,2.0
15538338,2026-02-14,Hard,Pablo Carreno Busta,Reda Bennani,6,2,50,34,25,9,1.0,1.0,2,3,68,47,28,6,5.0,7.0
15538337,2026-02-14,Hard,Quentin Halys,Mert Alkaya,3,4,59,34,28,14,1.0,1.0,1,3,63,33,22,15,3.0,4.0
15539547,2026-02-14,Clay,Jaime Faria,Nicolas Jarry,6,5,106,58,45,29,3.0,4.0,6,1,96,75,51,10,0.0,3.0
15542066,2026-02-14,Hard,Elias Ymer,Nikoloz Basilashvili,4,3,62,38,27,14,4.0,4.0,1,10,68,33,23,16,5.0,7.0
15538341,2026-02-14,Hard,Pierre-Hugues Herbert,Aleksandar Vukic,4,3,59,34,30,14,3.0,3.0,7,2,68,41,27,15,5.0,6.0
15538336,2026-02-14,Hard,Jan Choinski,James McCabe,5,3,56,35,26,15,1.0,1.0,9,1,62,37,26,12,0.0,2.0
15479241,2026-02-14,Hard,Ben Shelton,Miomir Kecmanovic,14,7,90,65,60,7,1.0,2.0,7,2,85,51,44,16,3.0,5.0
15479251,2026-02-14,Hard,Denis Shapovalov,Alejandro Davidovich Fokina,17,2,89,54,41,21,1.0,2.0,2,3,86,64,48,12,4.0,6.0
15538339,2026-02-14,Hard,Billy Harris,Marco Trungelliti,5,1,96,53,41,21,3.0,5.0,13,4,95,65,49,11,8.0,9.0
15479271,2026-02-14,Clay,Luciano Darderi,Sebastian Baez,3,0,51,32,27,15,0.0,0.0,1,1,65,47,27,11,1.0,4.0
15538343,2026-02-14,Hard,Shintaro Mochizuki,Ghanim AL Sulaiti,4,7,42,19,17,12,1.0,1.0,0,10,36,17,7,5,0.0,5.0
15538341,2026-02-14,Hard,Pierre-Hugues Herbert,Aleksandar Vukic,4,3,59,34,30,14,3.0,3.0,7,2,68,41,27,15,5.0,6.0
15479272,2026-02-14,Clay,Francisco Cerundolo,Tomas Martin Etcheverry,3,0,67,42,35,14,1.0,1.0,4,1,64,39,25,14,3.0,5.0
15539549,2026-02-14,Clay,Vilius Gaubas,Andrea Pellegrino,13,2,89,59,44,12,9.0,9.0,5,2,70,36,27,16,5.0,6.0
15538337,2026-02-14,Hard,Quentin Halys,Mert Alkaya,3,4,59,34,28,14,1.0,1.0,1,3,63,33,22,15,3.0,4.0
15538339,2026-02-14,Hard,Billy Harris,Marco Trungelliti,5,1,96,53,41,21,3.0,5.0,13,4,95,65,49,11,8.0,9.0
15541954,2026-02-14,Hard,Roberto Carballes Baena,Lucas Miedler,4,2,43,34,24,6,1.0,1.0,8,4,90,50,36,7,12.0,16.0
15538343,2026-02-14,Hard,Shintaro Mochizuki,Ghanim AL Sulaiti,4,7,42,19,17,12,1.0,1.0,0,10,36,17,7,5,0.0,5.0
15539552,2026-02-14,Clay,Igor Marcondes,Chun-Hsin Tseng,7,4,85,56,38,15,10.0,10.0,2,4,60,37,25,11,2.0,3.0
15542066,2026-02-14,Hard,Elias Ymer,Nikoloz Basilashvili,4,3,62,38,27,14,4.0,4.0,1,10,68,33,23,16,5.0,7.0
15538338,2026-02-14,Hard,Pablo Carreno Busta,Reda Bennani,6,2,50,34,25,9,1.0,1.0,2,3,68,47,28,6,5.0,7.0
15544801,2026-02-15,Hard,Zachary Svajda,Yibing Wu,11,1,66,37,31,14,4.0,5.0,4,3,58,40,25,9,2.0,4.0
15479245,2026-02-15,Hard,Ben Shelton,Taylor Fritz,16,0,89,64,42,17,4.0,6.0,14,1,73,49,43,10,2.0,3.0
15546111,2026-02-15,Hard,Sho Shimabukuro,Adam Walton,13,0,68,44,35,13,4.0,4.0,4,3,62,41,30,8,3.0,5.0
15546111,2026-02-15,Hard,Sho Shimabukuro,Adam Walton,13,0,68,44,35,13,4.0,4.0,4,3,62,41,30,8,3.0,5.0
15545352,2026-02-15,Hard,Rinky Hijikata,Dalibor Svrcina,3,1,67,47,28,7,0.0,4.0,0,3,58,37,19,4,5.0,11.0
15479350,2026-02-15,Hard,Alex de Minaur,Felix Auger-Aliassime,1,1,51,34,26,11,0.0,0.0,2,3,45,22,18,7,2.0,4.0
15479261,2026-02-15,Clay,Francisco Cerundolo,Luciano Darderi,1,4,68,37,23,19,5.0,6.0,3,3,58,33,24,6,3.0,7.0
15544801,2026-02-15,Hard,Zachary Svajda,Yibing Wu,11,1,66,37,31,14,4.0,5.0,4,3,58,40,25,9,2.0,4.0
15544800,2026-02-15,Hard,Coleman Wong,Tristan Schoolkate,15,2,61,40,34,11,2.0,2.0,11,3,67,50,36,6,4.0,6.0
15543032,2026-02-15,Hard,Pierre-Hugues Herbert,Elias Ymer,7,3,92,52,42,22,5.0,6.0,4,0,73,55,42,10,1.0,2.0
15542848,2026-02-15,Hard,Jan Choinski,Quentin Halys,4,2,95,57,38,24,6.0,7.0,13,3,93,53,40,23,5.0,5.0
15543105,2026-02-15,Hard,Pablo Carreno Busta,Billy Harris,1,1,57,46,35,5,1.0,2.0,1,3,58,29,21,9,2.0,6.0
15545586,2026-02-15,Clay,Thiago Monteiro,Dusan Lajovic,5,1,102,77,52,9,9.0,12.0,12,3,91,59,43,9,5.0,9.0
15543154,2026-02-15,Hard,Roberto Carballes Baena,Shintaro Mochizuki,2,2,42,30,21,8,3.0,3.0,0,8,52,29,14,8,4.0,9.0
15545969,2026-02-15,Clay,Dino Prizmic,Tomas Barrios Vera,3,2,54,28,20,17,1.0,2.0,0,3,60,28,16,17,5.0,7.0
15544800,2026-02-15,Hard,Coleman Wong,Tristan Schoolkate,15,2,61,40,34,11,2.0,2.0,11,3,67,50,36,6,4.0,6.0
15545352,2026-02-15,Hard,Rinky Hijikata,Dalibor Svrcina,3,1,67,47,28,7,0.0,4.0,0,3,58,37,19,4,5.0,11.0
15542848,2026-02-15,Hard,Jan Choinski,Quentin Halys,4,2,95,57,38,24,6.0,7.0,13,3,93,53,40,23,5.0,5.0
15543032,2026-02-15,Hard,Pierre-Hugues Herbert,Elias Ymer,7,3,92,52,42,22,5.0,6.0,4,0,73,55,42,10,1.0,2.0
15543105,2026-02-15,Hard,Pablo Carreno Busta,Billy Harris,1,1,57,46,35,5,1.0,2.0,1,3,58,29,21,9,2.0,6.0
15479350,2026-02-15,Hard,Alex de Minaur,Felix Auger-Aliassime,1,1,51,34,26,11,0.0,0.0,2,3,45,22,18,7,2.0,4.0
15542848,2026-02-15,Hard,Jan Choinski,Quentin Halys,4,2,95,57,38,24,6.0,7.0,13,3,93,53,40,23,5.0,5.0
15543154,2026-02-15,Hard,Roberto Carballes Baena,Shintaro Mochizuki,2,2,42,30,21,8,3.0,3.0,0,8,52,29,14,8,4.0,9.0
15479261,2026-02-15,Clay,Francisco Cerundolo,Luciano Darderi,1,4,68,37,23,19,5.0,6.0,3,3,58,33,24,6,3.0,7.0
15545324,2026-02-15,Clay,Vilius Gaubas,Francesco Passaro,1,1,72,47,32,14,2.0,3.0,3,1,50,29,19,13,1.0,3.0
15479245,2026-02-15,Hard,Ben Shelton,Taylor Fritz,16,0,89,64,42,17,4.0,6.0,14,1,73,49,43,10,2.0,3.0
15545505,2026-02-15,Clay,Igor Marcondes,Jaime Faria,8,4,71,50,38,12,4.0,4.0,5,3,64,39,25,15,5.0,6.0
15545969,2026-02-15,Clay,Dino Prizmic,Tomas Barrios Vera,3,2,54,28,20,17,1.0,2.0,0,3,60,28,16,17,5.0,7.0
15543105,2026-02-15,Hard,Pablo Carreno Busta,Billy Harris,1,1,57,46,35,5,1.0,2.0,1,3,58,29,21,9,2.0,6.0
15543032,2026-02-15,Hard,Pierre-Hugues Herbert,Elias Ymer,7,3,92,52,42,22,5.0,6.0,4,0,73,55,42,10,1.0,2.0
15545505,2026-02-15,Clay,Igor Marcondes,Jaime Faria,8,4,71,50,38,12,4.0,4.0,5,3,64,39,25,15,5.0,6.0
15545324,2026-02-15,Clay,Vilius Gaubas,Francesco Passaro,1,1,72,47,32,14,2.0,3.0,3,1,50,29,19,13,1.0,3.0
15545586,2026-02-15,Clay,Thiago Monteiro,Dusan Lajovic,5,1,102,77,52,9,9.0,12.0,12,3,91,59,43,9,5.0,9.0
15543154,2026-02-15,Hard,Roberto Carballes Baena,Shintaro Mochizuki,2,2,42,30,21,8,3.0,3.0,0,8,52,29,14,8,4.0,9.0
15543155,2026-02-16,Hard,Jannik Sinner,Tomas Machac,7,0,42,29,25,11,0.0,0.0,1,4,64,40,25,10,6.0,8.0
15540401,2026-02-16,Hard,Alex Michelsen,Valentin Vacherot,5,2,59,40,36,13,0.0,0.0,10,3,65,43,36,11,1.0,2.0
15550624,2026-02-16,Hard,Marcos Giron,Sho Shimabukuro,2,2,75,40,28,25,8.0,8.0,10,2,59,40,30,7,2.0,4.0
15540402,2026-02-16,Hard,Terence Atmane,Patrick Kypson,11,2,74,43,32,20,1.0,2.0,5,2,72,51,40,10,1.0,3.0
15550625,2026-02-16,Hard,Coleman Wong,Nuno Borges,14,3,100,69,51,18,6.0,6.0,8,3,98,66,49,17,3.0,5.0
15543164,2026-02-16,Hard,Daniil Medvedev,Juncheng Shang,6,1,53,42,33,7,1.0,1.0,1,2,59,39,25,8,4.0,6.0
15544158,2026-02-16,Clay,Vit Kopriva,Gustavo Heide,2,1,65,43,31,16,4.0,4.0,1,1,66,36,23,16,1.0,4.0
15550924,2026-02-16,Clay,Dusan Lajovic,Daniel Altmaier,2,1,73,57,44,7,1.0,2.0,8,2,89,56,39,13,5.0,6.0
15544159,2026-02-16,Clay,Thiago Agustin Tirante,Cristian Garin,12,0,69,39,28,16,5.0,5.0,2,5,65,39,24,12,3.0,6.0
15544182,2026-02-16,Clay,Alejandro Tabilo,Emilio Nava,3,0,42,35,29,7,0.0,0.0,6,3,53,38,25,6,2.0,4.0
15543158,2026-02-16,Hard,Arthur Fils,Kamil Majchrzak,5,5,100,66,49,18,0.0,1.0,7,5,107,70,50,16,5.0,6.0
15543157,2026-02-16,Hard,Alexei Popyrin,Mubarak Shannan Zayid,5,1,40,27,23,8,1.0,1.0,0,6,40,22,9,6,4.0,6.0
15549216,2026-02-16,Hard,Jakub Mensik,Jan Choinski,10,2,93,62,47,15,2.0,3.0,3,2,103,70,44,16,5.0,8.0
15550995,2026-02-16,Clay,Ignacio Buse,Igor Marcondes,3,1,113,76,55,18,11.0,12.0,6,2,86,54,41,18,2.0,4.0
15549215,2026-02-16,Hard,Valentin Royer,Pierre-Hugues Herbert,2,1,48,30,24,8,1.0,2.0,4,4,51,35,19,2,2.0,6.0
15544182,2026-02-16,Clay,Alejandro Tabilo,Emilio Nava,3,0,42,35,29,7,0.0,0.0,6,3,53,38,25,6,2.0,4.0
15550624,2026-02-16,Hard,Marcos Giron,Sho Shimabukuro,2,2,75,40,28,25,8.0,8.0,10,2,59,40,30,7,2.0,4.0
15543157,2026-02-16,Hard,Alexei Popyrin,Mubarak Shannan Zayid,5,1,40,27,23,8,1.0,1.0,0,6,40,22,9,6,4.0,6.0
15543158,2026-02-16,Hard,Arthur Fils,Kamil Majchrzak,5,5,100,66,49,18,0.0,1.0,7,5,107,70,50,16,5.0,6.0
15543155,2026-02-16,Hard,Jannik Sinner,Tomas Machac,7,0,42,29,25,11,0.0,0.0,1,4,64,40,25,10,6.0,8.0
15550924,2026-02-16,Clay,Dusan Lajovic,Daniel Altmaier,2,1,73,57,44,7,1.0,2.0,8,2,89,56,39,13,5.0,6.0
15543164,2026-02-16,Hard,Daniil Medvedev,Juncheng Shang,6,1,53,42,33,7,1.0,1.0,1,2,59,39,25,8,4.0,6.0
15544159,2026-02-16,Clay,Thiago Agustin Tirante,Cristian Garin,12,0,69,39,28,16,5.0,5.0,2,5,65,39,24,12,3.0,6.0
15549215,2026-02-16,Hard,Valentin Royer,Pierre-Hugues Herbert,2,1,48,30,24,8,1.0,2.0,4,4,51,35,19,2,2.0,6.0
15550995,2026-02-16,Clay,Ignacio Buse,Igor Marcondes,3,1,113,76,55,18,11.0,12.0,6,2,86,54,41,18,2.0,4.0
15540401,2026-02-16,Hard,Alex Michelsen,Valentin Vacherot,5,2,59,40,36,13,0.0,0.0,10,3,65,43,36,11,1.0,2.0
15550625,2026-02-16,Hard,Coleman Wong,Nuno Borges,14,3,100,69,51,18,6.0,6.0,8,3,98,66,49,17,3.0,5.0
15544158,2026-02-16,Clay,Vit Kopriva,Gustavo Heide,2,1,65,43,31,16,4.0,4.0,1,1,66,36,23,16,1.0,4.0
15543157,2026-02-16,Hard,Alexei Popyrin,Mubarak Shannan Zayid,5,1,40,27,23,8,1.0,1.0,0,6,40,22,9,6,4.0,6.0
15549216,2026-02-16,Hard,Jakub Mensik,Jan Choinski,10,2,93,62,47,15,2.0,3.0,3,2,103,70,44,16,5.0,8.0
15540402,2026-02-16,Hard,Terence Atmane,Patrick Kypson,11,2,74,43,32,20,1.0,2.0,5,2,72,51,40,10,1.0,3.0
15540404,2026-02-17,Hard,Miomir Kecmanovic,Mattia Bellucci,3,1,42,29,25,11,0.0,0.0,3,3,50,31,18,8,1.0,4.0
15543160,2026-02-17,Hard,Jiri Lehecka,Jenson Brooksby,5,3,59,42,32,8,4.0,5.0,0,3,63,43,24,9,3.0,5.0
15540407,2026-02-17,Hard,Rafael Jodar,Ethan Quinn,2,2,51,32,18,13,1.0,3.0,4,3,64,44,27,4,3.0,8.0
15540403,2026-02-17,Hard,Brandon Nakashima,Marin Cilic,13,0,87,57,47,17,1.0,1.0,8,1,89,60,48,14,2.0,2.0
15543166,2026-02-17,Hard,Marton Fucsovics,Hady Habib,1,2,52,39,26,9,1.0,2.0,1,6,55,30,20,10,2.0,6.0
15543163,2026-02-17,Hard,Stefanos Tsitsipas,Moez Echargui,5,0,54,34,28,13,0.0,0.0,4,1,64,45,31,8,4.0,5.0
15554636,2026-02-17,Hard,Karen Khachanov,Shintaro Mochizuki,7,2,74,46,35,12,2.0,5.0,6,7,96,52,29,22,6.0,11.0
15550633,2026-02-17,Hard,Zachary Svajda,Aleksandar Kovacevic,17,2,91,54,46,18,9.0,9.0,14,4,54,33,30,11,1.0,1.0
15543162,2026-02-17,Hard,Fabian Marozsan,Ugo Humbert,1,1,39,30,26,6,0.0,0.0,1,2,47,25,14,11,3.0,4.0
15549219,2026-02-17,Hard,Zhizhen Zhang,Roberto Carballes Baena,10,0,60,41,35,10,1.0,1.0,7,2,54,39,29,7,0.0,2.0
15553837,2026-02-17,Hard,Quentin Halys,Pablo Carreno Busta,14,2,91,48,41,22,2.0,3.0,4,0,94,62,40,18,1.0,4.0
15544174,2026-02-17,Clay,Juan Manuel Cerundolo,Luciano Darderi,4,2,90,68,45,12,5.0,7.0,1,2,76,47,34,11,5.0,8.0
15543159,2026-02-17,Hard,Zizou Bergs,Giovanni Mpetshi Perricard,17,2,101,61,48,26,1.0,1.0,7,2,89,65,50,13,2.0,3.0
15550633,2026-02-17,Hard,Zachary Svajda,Aleksandar Kovacevic,17,2,91,54,46,18,9.0,9.0,14,4,54,33,30,11,1.0,1.0
15540404,2026-02-17,Hard,Miomir Kecmanovic,Mattia Bellucci,3,1,42,29,25,11,0.0,0.0,3,3,50,31,18,8,1.0,4.0
15540400,2026-02-17,Hard,Sebastian Korda,Mackenzie McDonald,14,0,58,44,38,8,2.0,2.0,2,3,73,47,30,16,1.0,3.0
15556043,2026-02-17,Hard,Adam Walton,Gabriel Diallo,5,0,71,55,40,10,1.0,1.0,4,1,58,44,32,7,0.0,1.0
15540403,2026-02-17,Hard,Brandon Nakashima,Marin Cilic,13,0,87,57,47,17,1.0,1.0,8,1,89,60,48,14,2.0,2.0
15540407,2026-02-17,Hard,Rafael Jodar,Ethan Quinn,2,2,51,32,18,13,1.0,3.0,4,3,64,44,27,4,3.0,8.0
15550626,2026-02-17,Hard,Frances Tiafoe,Rinky Hijikata,6,0,48,34,32,9,1.0,1.0,5,1,59,34,24,15,4.0,4.0
15544179,2026-02-17,Clay,Tomas Martin Etcheverry,Francisco Comesana,6,2,77,52,37,15,2.0,3.0,8,4,70,43,35,13,2.0,3.0
15551464,2026-02-17,Clay,Matteo Berrettini,Tomas Barrios Vera,6,2,75,50,39,17,4.0,4.0,3,0,88,68,43,12,5.0,6.0
15544183,2026-02-17,Clay,Francisco Cerundolo,Mariano Navone,1,2,68,43,31,12,7.0,7.0,0,2,50,33,22,5,1.0,4.0
15556226,2026-02-17,Clay,Francesco Passaro,Dino Prizmic,3,0,46,28,23,9,2.0,3.0,2,3,63,35,21,13,7.0,9.0
15544178,2026-02-17,Clay,Damir Dzumhur,Pedro Martinez,1,0,91,65,37,10,4.0,10.0,4,4,81,52,34,14,1.0,5.0
15551465,2026-02-17,Clay,Joao Fonseca,Thiago Monteiro,7,1,60,43,36,10,0.0,0.0,9,2,61,42,30,6,3.0,4.0
15543161,2026-02-17,Hard,Andrey Rublev,Jesper De Jong,4,2,54,34,22,10,2.0,4.0,5,1,59,37,22,9,2.0,6.0
15544176,2026-02-17,Clay,Roman Andres Burruchaga,Camilo Ugo Carabelli,5,3,58,40,30,11,3.0,3.0,2,4,56,32,20,14,2.0,3.0
15556043,2026-02-17,Hard,Adam Walton,Gabriel Diallo,5,0,71,55,40,10,1.0,1.0,4,1,58,44,32,7,0.0,1.0
15543167,2026-02-17,Hard,Carlos Alcaraz,Arthur Rinderknech,2,1,69,54,46,7,2.0,2.0,6,1,83,58,43,12,5.0,6.0
