sofascore_event_id,tourney_date,surface,winner_name,loser_name,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced
15565435,2026-02-25,Clay,Yannick Hanfmann,Camilo Ugo Carabelli,5,1,62,36,25,15,0.0,1.0,4,7,71,50,32,8,4.0,7.0
15565435,2026-02-25,Clay,Yannick Hanfmann,Camilo Ugo Carabelli,5,1,62,36,25,15,0.0,1.0,4,7,71,50,32,8,4.0,7.0
15565259,2026-02-25,Hard,Arthur Rinderknech,Jack Draper,20,0,108,77,65,13,2.0,2.0,11,3,99,66,52,22,4.0,6.0
15565424,2026-02-25,Clay,Andrea Pellegrino,Francisco Comesana,3,5,107,53,37,33,4.0,6.0,9,11,111,65,54,17,4.0,6.0
15565424,2026-02-25,Clay,Andrea Pellegrino,Francisco Comesana,3,5,107,53,37,33,4.0,6.0,9,11,111,65,54,17,4.0,6.0
15565438,2026-02-25,Clay,Luciano Darderi,Mariano Navone,2,3,98,53,37,21,8.0,12.0,1,6,86,54,35,11,5.0,7.0
15565250,2026-02-25,Hard,Jiri Lehecka,Pablo Carreno Busta,16,2,85,54,40,16,8.0,10.0,5,0,67,45,27,14,1.0,3.0
15565248,2026-02-25,Hard,Tallon Griekspoor,Alexander Bublik,14,0,61,40,35,15,1.0,1.0,12,2,64,42,31,12,1.0,1.0
15594591,2026-02-25,Clay,Alejandro Tabilo,Tomas Barrios Vera,7,0,59,45,34,9,2.0,2.0,2,4,71,43,26,14,4.0,7.0
15565246,2026-02-25,Hard,Daniil Medvedev,Stan Wawrinka,7,1,43,32,24,3,1.0,2.0,3,2,67,34,20,10,6.0,11.0
15565251,2026-02-25,Hard,Jenson Brooksby,Karen Khachanov,4,1,74,49,37,18,0.0,0.0,7,1,65,47,37,10,0.0,1.0
15595986,2026-02-25,Hard,Gael Monfils,Damir Dzumhur,8,8,70,38,29,14,2.0,4.0,0,2,82,48,28,14,4.0,8.0
15565251,2026-02-25,Hard,Jenson Brooksby,Karen Khachanov,4,1,74,49,37,18,0.0,0.0,7,1,65,47,37,10,0.0,1.0
15565246,2026-02-25,Hard,Daniil Medvedev,Stan Wawrinka,7,1,43,32,24,3,1.0,2.0,3,2,67,34,20,10,6.0,11.0
15595983,2026-02-25,Hard,Frances Tiafoe,Nuno Borges,4,0,61,41,29,14,4.0,5.0,12,2,66,40,28,11,3.0,6.0
15607514,2026-02-25,Hard,Mattia Bellucci,Rinky Hijikata,6,2,64,35,24,13,3.0,5.0,1,5,81,39,28,12,4.0,7.0
15595987,2026-02-25,Hard,Dalibor Svrcina,James Duckworth,2,3,48,27,22,10,1.0,2.0,5,10,77,38,23,15,5.0,9.0
15595990,2026-02-25,Hard,Terence Atmane,Grigor Dimitrov,5,0,50,35,29,8,1.0,1.0,4,4,63,40,31,6,5.0,8.0
15595982,2026-02-25,Hard,Flavio Cobolli,Rodrigo Pacheco Mendez,10,6,79,37,32,22,3.0,5.0,5,1,79,54,36,14,4.0,6.0
15601818,2026-02-25,Hard,Yibing Wu,Casper Ruud,6,0,79,48,36,21,2.0,3.0,12,3,81,55,40,14,4.0,4.0
15601817,2026-02-25,Hard,Sho Shimabukuro,Adrian Mannarino,3,2,57,36,25,15,2.0,2.0,5,4,55,31,23,10,1.0,4.0
15595983,2026-02-25,Hard,Frances Tiafoe,Nuno Borges,4,0,61,41,29,14,4.0,5.0,12,2,66,40,28,11,3.0,6.0
15607514,2026-02-25,Hard,Mattia Bellucci,Rinky Hijikata,6,2,64,35,24,13,3.0,5.0,1,5,81,39,28,12,4.0,7.0
15595982,2026-02-25,Hard,Flavio Cobolli,Rodrigo Pacheco Mendez,10,6,79,37,32,22,3.0,5.0,5,1,79,54,36,14,4.0,6.0
15595989,2026-02-25,Hard,Alexander Zverev,Corentin Moutet,7,0,48,39,31,5,0.0,0.0,2,1,64,43,25,12,4.0,6.0
15595987,2026-02-25,Hard,Dalibor Svrcina,James Duckworth,2,3,48,27,22,10,1.0,2.0,5,10,77,38,23,15,5.0,9.0
15595990,2026-02-25,Hard,Terence Atmane,Grigor Dimitrov,5,0,50,35,29,8,1.0,1.0,4,4,63,40,31,6,5.0,8.0
15601817,2026-02-25,Hard,Sho Shimabukuro,Adrian Mannarino,3,2,57,36,25,15,2.0,2.0,5,4,55,31,23,10,1.0,4.0
15595989,2026-02-25,Hard,Alexander Zverev,Corentin Moutet,7,0,48,39,31,5,0.0,0.0,2,1,64,43,25,12,4.0,6.0
15595986,2026-02-25,Hard,Gael Monfils,Damir Dzumhur,8,8,70,38,29,14,2.0,4.0,0,2,82,48,28,14,4.0,8.0
15601818,2026-02-25,Hard,Yibing Wu,Casper Ruud,6,0,79,48,36,21,2.0,3.0,12,3,81,55,40,14,4.0,4.0
15565429,2026-02-26,Clay,Francisco Cerundolo,Elmer Moller,3,2,46,27,25,9,0.0,0.0,1,4,45,28,17,7,2.0,4.0
15565258,2026-02-26,Hard,Tallon Griekspoor,Jakub Mensik,6,3,69,42,35,15,0.0,1.0,16,1,70,47,32,12,1.0,3.0
15565432,2026-02-26,Clay,Sebastian Baez,Cristian Garin,2,4,116,84,54,16,12.0,14.0,6,2,97,66,51,11,4.0,5.0
15565252,2026-02-26,Hard,Andrey Rublev,Arthur Rinderknech,5,1,51,29,23,12,1.0,2.0,7,3,60,32,19,11,3.0,7.0
15565257,2026-02-26,Hard,Daniil Medvedev,Jenson Brooksby,7,0,42,35,27,4,0.0,0.0,0,2,47,37,17,4,5.0,6.0
15565247,2026-02-26,Hard,Felix Auger-Aliassime,Jiri Lehecka,16,2,64,43,36,12,1.0,1.0,7,0,95,63,42,15,6.0,8.0
15565247,2026-02-26,Hard,Felix Auger-Aliassime,Jiri Lehecka,16,2,64,43,36,12,1.0,1.0,7,0,95,63,42,15,6.0,8.0
15565432,2026-02-26,Clay,Sebastian Baez,Cristian Garin,2,4,116,84,54,16,12.0,14.0,6,2,97,66,51,11,4.0,5.0
15565425,2026-02-26,Clay,Emilio Nava,Adolfo Daniel Vallejo,12,3,68,52,42,6,5.0,6.0,3,2,66,41,24,13,2.0,5.0
15565257,2026-02-26,Hard,Daniil Medvedev,Jenson Brooksby,7,0,42,35,27,4,0.0,0.0,0,2,47,37,17,4,5.0,6.0
15565258,2026-02-26,Hard,Tallon Griekspoor,Jakub Mensik,6,3,69,42,35,15,0.0,1.0,16,1,70,47,32,12,1.0,3.0
15565425,2026-02-26,Clay,Emilio Nava,Adolfo Daniel Vallejo,12,3,68,52,42,6,5.0,6.0,3,2,66,41,24,13,2.0,5.0
15565252,2026-02-26,Hard,Andrey Rublev,Arthur Rinderknech,5,1,51,29,23,12,1.0,2.0,7,3,60,32,19,11,3.0,7.0
15565429,2026-02-26,Clay,Francisco Cerundolo,Elmer Moller,3,2,46,27,25,9,0.0,0.0,1,4,45,28,17,7,2.0,4.0
15565362,2026-02-26,Hard,Flavio Cobolli,Dalibor Svrcina,8,3,72,44,37,11,4.0,4.0,2,1,74,43,26,21,4.0,6.0
15565360,2026-02-26,Hard,Frances Tiafoe,Aleksandar Kovacevic,9,0,89,57,43,23,1.0,2.0,19,3,96,63,48,22,3.0,3.0
15565352,2026-02-26,Hard,Yibing Wu,Sho Shimabukuro,7,2,68,43,35,17,1.0,1.0,14,1,59,40,33,10,0.0,1.0
15565355,2026-02-26,Hard,Brandon Nakashima,Patrick Kypson,11,0,59,39,35,9,2.0,2.0,3,4,69,43,32,9,2.0,3.0
15565361,2026-02-26,Hard,Terence Atmane,Rafael Jodar,6,1,75,49,37,17,2.0,3.0,3,0,66,44,29,10,1.0,4.0
15565362,2026-02-26,Hard,Flavio Cobolli,Dalibor Svrcina,8,3,72,44,37,11,4.0,4.0,2,1,74,43,26,21,4.0,6.0
15565356,2026-02-26,Hard,Valentin Vacherot,Gael Monfils,8,1,48,32,29,9,0.0,0.0,5,3,61,38,26,8,7.0,8.0
15565257,2026-02-26,Hard,Daniil Medvedev,Jenson Brooksby,7,0,42,35,27,4,0.0,0.0,0,2,47,37,17,4,5.0,6.0
15565357,2026-02-26,Hard,Miomir Kecmanovic,Alexander Zverev,13,3,103,69,56,22,2.0,2.0,17,2,93,65,53,15,1.0,3.0
15565359,2026-02-26,Hard,Mattia Bellucci,Alejandro Davidovich Fokina,10,0,45,34,31,7,1.0,1.0,2,1,57,40,23,8,1.0,4.0
15565357,2026-02-26,Hard,Miomir Kecmanovic,Alexander Zverev,13,3,103,69,56,22,2.0,2.0,17,2,93,65,53,15,1.0,3.0
15565359,2026-02-26,Hard,Mattia Bellucci,Alejandro Davidovich Fokina,10,0,45,34,31,7,1.0,1.0,2,1,57,40,23,8,1.0,4.0
15565361,2026-02-26,Hard,Terence Atmane,Rafael Jodar,6,1,75,49,37,17,2.0,3.0,3,0,66,44,29,10,1.0,4.0
15565355,2026-02-26,Hard,Brandon Nakashima,Patrick Kypson,11,0,59,39,35,9,2.0,2.0,3,4,69,43,32,9,2.0,3.0
15565352,2026-02-26,Hard,Yibing Wu,Sho Shimabukuro,7,2,68,43,35,17,1.0,1.0,14,1,59,40,33,10,0.0,1.0
15565356,2026-02-26,Hard,Valentin Vacherot,Gael Monfils,8,1,48,32,29,9,0.0,0.0,5,3,61,38,26,8,7.0,8.0
15565360,2026-02-26,Hard,Frances Tiafoe,Aleksandar Kovacevic,9,0,89,57,43,23,1.0,2.0,19,3,96,63,48,22,3.0,3.0
15565255,2026-02-27,Hard,Tallon Griekspoor,Andrey Rublev,19,2,82,57,42,17,4.0,4.0,20,2,70,47,40,13,0.0,1.0
15565426,2026-02-27,Clay,Alejandro Tabilo,Thiago Agustin Tirante,7,2,73,45,33,19,1.0,3.0,6,5,95,60,40,16,8.0,11.0
15565428,2026-02-27,Clay,Francisco Cerundolo,Emilio Nava,1,1,41,26,21,9,1.0,1.0,2,2,56,34,17,7,7.0,11.0
15565436,2026-02-27,Clay,Yannick Hanfmann,Vilius Gaubas,5,4,77,46,34,18,6.0,8.0,4,1,93,71,43,7,9.0,12.0
15565434,2026-02-27,Clay,Luciano Darderi,Andrea Pellegrino,7,1,69,35,30,17,1.0,3.0,0,3,94,50,33,19,8.0,11.0
15565256,2026-02-27,Hard,Daniil Medvedev,Felix Auger-Aliassime,7,2,43,26,23,13,0.0,0.0,7,2,64,45,29,7,1.0,3.0
15565434,2026-02-27,Clay,Luciano Darderi,Andrea Pellegrino,7,1,69,35,30,17,1.0,3.0,0,3,94,50,33,19,8.0,11.0
15565436,2026-02-27,Clay,Yannick Hanfmann,Vilius Gaubas,5,4,77,46,34,18,6.0,8.0,4,1,93,71,43,7,9.0,12.0
15565255,2026-02-27,Hard,Tallon Griekspoor,Andrey Rublev,19,2,82,57,42,17,4.0,4.0,20,2,70,47,40,13,0.0,1.0
15565428,2026-02-27,Clay,Francisco Cerundolo,Emilio Nava,1,1,41,26,21,9,1.0,1.0,2,2,56,34,17,7,7.0,11.0
15565353,2026-02-27,Hard,Flavio Cobolli,Yibing Wu,10,4,74,36,30,20,5.0,5.0,1,0,55,37,26,9,2.0,2.0
15565256,2026-02-27,Hard,Daniil Medvedev,Felix Auger-Aliassime,7,2,43,26,23,13,0.0,0.0,7,2,64,45,29,7,1.0,3.0
15565354,2026-02-27,Hard,Frances Tiafoe,Mattia Bellucci,5,3,80,54,34,11,6.0,8.0,6,3,62,42,22,11,2.0,6.0
15565351,2026-02-27,Hard,Miomir Kecmanovic,Terence Atmane,5,0,47,29,22,13,0.0,1.0,6,2,74,45,26,13,6.0,8.0
15565363,2026-02-27,Hard,Brandon Nakashima,Valentin Vacherot,8,1,70,51,40,9,2.0,3.0,9,1,77,53,38,12,4.0,7.0
15565351,2026-02-27,Hard,Miomir Kecmanovic,Terence Atmane,5,0,47,29,22,13,0.0,1.0,6,2,74,45,26,13,6.0,8.0
15565426,2026-02-27,Clay,Alejandro Tabilo,Thiago Agustin Tirante,7,2,73,45,33,19,1.0,3.0,6,5,95,60,40,16,8.0,11.0
15565354,2026-02-27,Hard,Frances Tiafoe,Mattia Bellucci,5,3,80,54,34,11,6.0,8.0,6,3,62,42,22,11,2.0,6.0
15565363,2026-02-27,Hard,Brandon Nakashima,Valentin Vacherot,8,1,70,51,40,9,2.0,3.0,9,1,77,53,38,12,4.0,7.0
15565353,2026-02-27,Hard,Flavio Cobolli,Yibing Wu,10,4,74,36,30,20,5.0,5.0,1,0,55,37,26,9,2.0,2.0
15565358,2026-02-28,Hard,Frances Tiafoe,Brandon Nakashima,7,2,106,62,45,19,3.0,7.0,16,1,101,68,48,18,7.0,10.0
15565437,2026-02-28,Clay,Luciano Darderi,Sebastian Baez,2,5,68,32,22,18,5.0,6.0,0,4,51,32,21,8,2.0,5.0
15565430,2026-02-28,Clay,Yannick Hanfmann,Francisco Cerundolo,0,0,58,35,28,15,2.0,2.0,5,2,54,39,27,7,1.0,3.0
15565437,2026-02-28,Clay,Luciano Darderi,Sebastian Baez,2,5,68,32,22,18,5.0,6.0,0,4,51,32,21,8,2.0,5.0
15565433,2026-02-28,Clay,Sebastian Baez,Alejandro Tabilo,1,3,70,53,40,11,3.0,3.0,6,0,52,34,25,7,2.0,3.0
15565430,2026-02-28,Clay,Yannick Hanfmann,Francisco Cerundolo,0,0,58,35,28,15,2.0,2.0,5,2,54,39,27,7,1.0,3.0
15565358,2026-02-28,Hard,Frances Tiafoe,Brandon Nakashima,7,2,106,62,45,19,3.0,7.0,16,1,101,68,48,18,7.0,10.0
15565433,2026-02-28,Clay,Sebastian Baez,Alejandro Tabilo,1,3,70,53,40,11,3.0,3.0,6,0,52,34,25,7,2.0,3.0
15565364,2026-02-28,Hard,Flavio Cobolli,Miomir Kecmanovic,13,3,96,50,36,23,2.0,6.0,7,2,96,58,42,21,2.0,5.0
15565364,2026-02-28,Hard,Flavio Cobolli,Miomir Kecmanovic,13,3,96,50,36,23,2.0,6.0,7,2,96,58,42,21,2.0,5.0
15565366,2026-03-01,Hard,Flavio Cobolli,Frances Tiafoe,10,2,72,53,42,9,2.0,3.0,6,1,84,48,35,16,4.0,6.0
15565431,2026-03-01,Clay,Luciano Darderi,Yannick Hanfmann,6,3,71,49,39,13,1.0,3.0,10,2,71,45,32,14,2.0,5.0
15565431,2026-03-01,Clay,Luciano Darderi,Yannick Hanfmann,6,3,71,49,39,13,1.0,3.0,10,2,71,45,32,14,2.0,5.0
15565366,2026-03-01,Hard,Flavio Cobolli,Frances Tiafoe,10,2,72,53,42,9,2.0,3.0,6,1,84,48,35,16,4.0,6.0
15643370,2026-03-02,Hard,Benjamin Bonzi,Jack Pinnington Jones,3,1,60,33,25,15,2.0,2.0,7,4,66,39,26,11,4.0,7.0
15643365,2026-03-02,Hard,Shintaro Mochizuki,Federico Agustin Gomez,5,5,84,51,37,17,2.0,5.0,6,2,82,46,32,13,2.0,6.0
15643381,2026-03-02,Hard,Francesco Maestrelli,Nicolas Jarry,9,4,98,66,55,17,3.0,4.0,19,4,96,61,50,19,2.0,2.0
15643354,2026-03-02,Hard,Sho Shimabukuro,Colton Smith,8,4,91,48,32,24,3.0,6.0,6,0,68,51,37,7,1.0,4.0
15643377,2026-03-02,Hard,Thiago Agustin Tirante,Izyan Ahmad,6,2,40,24,21,11,0.0,0.0,1,3,59,38,18,9,6.0,10.0
15643373,2026-03-02,Hard,Dane Sweeny,Andrew Johnson,2,2,55,30,24,12,3.0,3.0,1,3,52,37,19,6,3.0,7.0
15643384,2026-03-02,Hard,Ignacio Buse,Liam Draxl,14,2,79,53,44,12,3.0,4.0,4,3,78,48,34,15,2.0,4.0
15643378,2026-03-02,Hard,Rinky Hijikata,Leandro Riedi,6,7,63,34,28,13,1.0,2.0,8,7,80,43,32,12,5.0,9.0
15643372,2026-03-02,Hard,Nikoloz Basilashvili,Nicolas Mejia,10,9,73,32,26,18,2.0,4.0,5,1,63,45,31,10,1.0,3.0
15643382,2026-03-02,Hard,Dino Prizmic,Darwin Blanch,6,2,54,35,29,12,2.0,2.0,8,2,55,30,19,13,1.0,4.0
15643376,2026-03-02,Hard,Aleksandar Vukic,Stefano Travaglia,12,1,83,51,40,19,2.0,2.0,6,3,71,35,30,22,0.0,0.0
15643352,2026-03-02,Hard,Daniel Merida,Patrick Kypson,17,3,93,60,47,21,4.0,5.0,16,3,85,47,36,27,1.0,1.0
15643351,2026-03-02,Hard,Chun-Hsin Tseng,David Goffin,4,2,54,31,26,12,0.0,1.0,4,1,51,27,18,7,2.0,5.0
15643374,2026-03-02,Hard,Christopher O'Connell,Billy Harris,12,0,62,39,33,12,1.0,1.0,2,0,54,33,21,12,3.0,5.0
15643369,2026-03-02,Hard,Tristan Schoolkate,Alex Bolt,7,3,89,53,38,24,3.0,4.0,24,5,112,78,59,12,6.0,8.0
15643379,2026-03-02,Hard,Martin Landaluce,Alexander Blockx,1,1,36,20,15,13,0.0,0.0,1,2,45,20,8,10,2.0,7.0
15643366,2026-03-02,Hard,Elias Ymer,Coleman Wong,8,1,111,72,54,18,5.0,6.0,16,3,84,62,52,12,1.0,1.0
15643381,2026-03-02,Hard,Francesco Maestrelli,Nicolas Jarry,9,4,98,66,55,17,3.0,4.0,19,4,96,61,50,19,2.0,2.0
15643374,2026-03-02,Hard,Christopher O'Connell,Billy Harris,12,0,62,39,33,12,1.0,1.0,2,0,54,33,21,12,3.0,5.0
15643377,2026-03-02,Hard,Thiago Agustin Tirante,Izyan Ahmad,6,2,40,24,21,11,0.0,0.0,1,3,59,38,18,9,6.0,10.0
15643365,2026-03-02,Hard,Shintaro Mochizuki,Federico Agustin Gomez,5,5,84,51,37,17,2.0,5.0,6,2,82,46,32,13,2.0,6.0
15643384,2026-03-02,Hard,Ignacio Buse,Liam Draxl,14,2,79,53,44,12,3.0,4.0,4,3,78,48,34,15,2.0,4.0
15643379,2026-03-02,Hard,Martin Landaluce,Alexander Blockx,1,1,36,20,15,13,0.0,0.0,1,2,45,20,8,10,2.0,7.0
15643369,2026-03-02,Hard,Tristan Schoolkate,Alex Bolt,7,3,89,53,38,24,3.0,4.0,24,5,112,78,59,12,6.0,8.0
15643373,2026-03-02,Hard,Dane Sweeny,Andrew Johnson,2,2,55,30,24,12,3.0,3.0,1,3,52,37,19,6,3.0,7.0
15643378,2026-03-02,Hard,Rinky Hijikata,Leandro Riedi,6,7,63,34,28,13,1.0,2.0,8,7,80,43,32,12,5.0,9.0
15643376,2026-03-02,Hard,Aleksandar Vukic,Stefano Travaglia,12,1,83,51,40,19,2.0,2.0,6,3,71,35,30,22,0.0,0.0
15643372,2026-03-02,Hard,Nikoloz Basilashvili,Nicolas Mejia,10,9,73,32,26,18,2.0,4.0,5,1,63,45,31,10,1.0,3.0
15643382,2026-03-02,Hard,Dino Prizmic,Darwin Blanch,6,2,54,35,29,12,2.0,2.0,8,2,55,30,19,13,1.0,4.0
15643351,2026-03-02,Hard,Chun-Hsin Tseng,David Goffin,4,2,54,31,26,12,0.0,1.0,4,1,51,27,18,7,2.0,5.0
15643366,2026-03-02,Hard,Elias Ymer,Coleman Wong,8,1,111,72,54,18,5.0,6.0,16,3,84,62,52,12,1.0,1.0
15643352,2026-03-02,Hard,Daniel Merida,Patrick Kypson,17,3,93,60,47,21,4.0,5.0,16,3,85,47,36,27,1.0,1.0
15643370,2026-03-02,Hard,Benjamin Bonzi,Jack Pinnington Jones,3,1,60,33,25,15,2.0,2.0,7,4,66,39,26,11,4.0,7.0
15643354,2026-03-02,Hard,Sho Shimabukuro,Colton Smith,8,4,91,48,32,24,3.0,6.0,6,0,68,51,37,7,1.0,4.0
15648762,2026-03-03,Hard,Dalibor Svrcina,Vit Kopriva,2,3,67,50,38,7,2.0,5.0,3,4,77,50,30,13,3.0,5.0
15648715,2026-03-03,Hard,Alexis Galarneau,Tomas Barrios Vera,3,6,64,41,31,13,1.0,1.0,3,1,60,41,27,10,3.0,5.0
15643383,2026-03-03,Hard,Dalibor Svrcina,Mitchell Krueger,3,2,61,38,29,18,1.0,1.0,2,1,84,59,42,10,5.0,6.0
15648677,2026-03-03,Hard,Tristan Schoolkate,Elias Ymer,9,1,40,27,22,8,2.0,2.0,3,1,40,25,14,9,1.0,2.0
15647905,2026-03-03,Hard,Dino Prizmic,Aleksandar Vukic,4,1,54,32,27,13,2.0,2.0,9,1,57,33,21,12,2.0,5.0
15643371,2026-03-03,Hard,Tomas Barrios Vera,Jagger Leach,5,2,53,35,23,13,0.0,1.0,1,4,58,29,16,15,5.0,6.0
15647533,2026-03-03,Hard,Francesco Maestrelli,Thiago Agustin Tirante,7,1,71,51,37,14,2.0,3.0,8,1,58,37,29,14,0.0,2.0
15648715,2026-03-03,Hard,Alexis Galarneau,Tomas Barrios Vera,3,6,64,41,31,13,1.0,1.0,3,1,60,41,27,10,3.0,5.0
15648677,2026-03-03,Hard,Tristan Schoolkate,Elias Ymer,9,1,40,27,22,8,2.0,2.0,3,1,40,25,14,9,1.0,2.0
15647906,2026-03-03,Hard,Daniel Merida,Dane Sweeny,8,1,100,60,42,18,6.0,9.0,1,6,76,50,29,14,3.0,7.0
15647533,2026-03-03,Hard,Francesco Maestrelli,Thiago Agustin Tirante,7,1,71,51,37,14,2.0,3.0,8,1,58,37,29,14,0.0,2.0
15647896,2026-03-03,Hard,Christopher O'Connell,Nikoloz Basilashvili,7,0,57,30,23,18,0.0,0.0,9,5,65,34,27,13,3.0,5.0
15647511,2026-03-03,Hard,Benjamin Bonzi,Shintaro Mochizuki,4,3,87,58,42,12,4.0,5.0,5,8,99,50,34,23,5.0,8.0
15648762,2026-03-03,Hard,Dalibor Svrcina,Vit Kopriva,2,3,67,50,38,7,2.0,5.0,3,4,77,50,30,13,3.0,5.0
15647511,2026-03-03,Hard,Benjamin Bonzi,Shintaro Mochizuki,4,3,87,58,42,12,4.0,5.0,5,8,99,50,34,23,5.0,8.0
15647510,2026-03-03,Hard,Sho Shimabukuro,Martin Landaluce,6,6,106,51,36,32,5.0,6.0,4,6,111,73,45,21,7.0,10.0
15647510,2026-03-03,Hard,Sho Shimabukuro,Martin Landaluce,6,6,106,51,36,32,5.0,6.0,4,6,111,73,45,21,7.0,10.0
15643385,2026-03-03,Hard,Roman Andres Burruchaga,Moez Echargui,7,4,113,63,48,28,3.0,5.0,6,6,140,84,58,27,6.0,7.0
15643367,2026-03-03,Hard,Mackenzie McDonald,Vitaliy Sachko,6,4,46,27,21,10,1.0,2.0,3,2,41,24,11,5,3.0,6.0
15643380,2026-03-03,Hard,Vit Kopriva,Rei Sakamoto,5,4,73,39,31,20,2.0,2.0,9,1,73,46,34,17,4.0,4.0
15643368,2026-03-03,Hard,Trevor Svajda,Luca Nardi,7,2,104,52,43,26,2.0,4.0,8,4,110,57,35,34,3.0,5.0
15643375,2026-03-03,Hard,Alexis Galarneau,Luca Van Assche,7,5,69,41,33,12,2.0,3.0,2,5,84,53,38,10,4.0,6.0
15643383,2026-03-03,Hard,Dalibor Svrcina,Mitchell Krueger,3,2,61,38,29,18,1.0,1.0,2,1,84,59,42,10,5.0,6.0
15647896,2026-03-03,Hard,Christopher O'Connell,Nikoloz Basilashvili,7,0,57,30,23,18,0.0,0.0,9,5,65,34,27,13,3.0,5.0
15643385,2026-03-03,Hard,Roman Andres Burruchaga,Moez Echargui,7,4,113,63,48,28,3.0,5.0,6,6,140,84,58,27,6.0,7.0
15647905,2026-03-03,Hard,Dino Prizmic,Aleksandar Vukic,4,1,54,32,27,13,2.0,2.0,9,1,57,33,21,12,2.0,5.0
15647906,2026-03-03,Hard,Daniel Merida,Dane Sweeny,8,1,100,60,42,18,6.0,9.0,1,6,76,50,29,14,3.0,7.0
15643368,2026-03-03,Hard,Trevor Svajda,Luca Nardi,7,2,104,52,43,26,2.0,4.0,8,4,110,57,35,34,3.0,5.0
15643371,2026-03-03,Hard,Tomas Barrios Vera,Jagger Leach,5,2,53,35,23,13,0.0,1.0,1,4,58,29,16,15,5.0,6.0
15643380,2026-03-03,Hard,Vit Kopriva,Rei Sakamoto,5,4,73,39,31,20,2.0,2.0,9,1,73,46,34,17,4.0,4.0
15643375,2026-03-03,Hard,Alexis Galarneau,Luca Van Assche,7,5,69,41,33,12,2.0,3.0,2,5,84,53,38,10,4.0,6.0
15643367,2026-03-03,Hard,Mackenzie McDonald,Vitaliy Sachko,6,4,46,27,21,10,1.0,2.0,3,2,41,24,11,5,3.0,6.0
15655155,2026-03-04,Hard,Dalibor Svrcina,James Duckworth,3,5,67,41,34,11,4.0,4.0,4,0,64,39,24,13,7.0,8.0
15648694,2026-03-04,Hard,Matteo Berrettini,Adrian Mannarino,14,3,100,69,51,16,6.0,8.0,6,2,113,73,51,18,4.0,7.0
15648737,2026-03-04,Hard,Chun-Hsin Tseng,Roman Andres Burruchaga,4,4,111,69,42,24,4.0,8.0,1,3,87,49,35,20,4.0,7.0
15648690,2026-03-04,Hard,Marcos Giron,Mariano Navone,5,2,86,61,44,13,2.0,5.0,4,5,93,69,49,7,5.0,9.0
15648692,2026-03-04,Hard,Adam Walton,Quentin Halys,12,1,64,43,35,8,5.0,5.0,7,1,45,25,19,10,1.0,3.0
15648693,2026-03-04,Hard,Reilly Opelka,Ethan Quinn,17,6,67,46,39,13,3.0,4.0,5,3,84,52,37,14,4.0,4.0
15648695,2026-03-04,Hard,Camilo Ugo Carabelli,Martin Damm Jr,8,5,83,52,44,15,4.0,4.0,9,2,70,43,31,16,3.0,4.0
15648635,2026-03-04,Hard,Rinky Hijikata,Ignacio Buse,7,3,80,48,33,17,4.0,7.0,10,10,108,65,47,14,8.0,12.0
15655156,2026-03-04,Hard,Marton Fucsovics,Christopher O'Connell,5,0,54,40,33,9,0.0,1.0,5,1,67,37,25,14,1.0,4.0
15648697,2026-03-04,Hard,Miomir Kecmanovic,Daniel Altmaier,7,2,32,18,16,8,0.0,0.0,6,2,51,34,20,7,3.0,5.0
15648688,2026-03-04,Hard,Zizou Bergs,Jan-Lennard Struff,5,2,53,31,27,14,0.0,0.0,5,4,64,39,31,10,6.0,7.0
15655157,2026-03-04,Hard,Dino Prizmic,Tristan Schoolkate,7,4,93,52,43,26,1.0,2.0,16,1,96,64,55,18,2.0,3.0
15648761,2026-03-04,Hard,Mackenzie McDonald,Trevor Svajda,9,2,59,45,33,9,4.0,4.0,4,4,57,35,23,10,6.0,8.0
15648698,2026-03-04,Hard,Gabriel Diallo,Mattia Bellucci,10,1,75,51,39,14,1.0,1.0,8,2,83,53,38,16,6.0,6.0
15648692,2026-03-04,Hard,Adam Walton,Quentin Halys,12,1,64,43,35,8,5.0,5.0,7,1,45,25,19,10,1.0,3.0
15648690,2026-03-04,Hard,Marcos Giron,Mariano Navone,5,2,86,61,44,13,2.0,5.0,4,5,93,69,49,7,5.0,9.0
15648737,2026-03-04,Hard,Chun-Hsin Tseng,Roman Andres Burruchaga,4,4,111,69,42,24,4.0,8.0,1,3,87,49,35,20,4.0,7.0
15648635,2026-03-04,Hard,Rinky Hijikata,Ignacio Buse,7,3,80,48,33,17,4.0,7.0,10,10,108,65,47,14,8.0,12.0
15648697,2026-03-04,Hard,Miomir Kecmanovic,Daniel Altmaier,7,2,32,18,16,8,0.0,0.0,6,2,51,34,20,7,3.0,5.0
15648688,2026-03-04,Hard,Zizou Bergs,Jan-Lennard Struff,5,2,53,31,27,14,0.0,0.0,5,4,64,39,31,10,6.0,7.0
15648698,2026-03-04,Hard,Gabriel Diallo,Mattia Bellucci,10,1,75,51,39,14,1.0,1.0,8,2,83,53,38,16,6.0,6.0
15655156,2026-03-04,Hard,Marton Fucsovics,Christopher O'Connell,5,0,54,40,33,9,0.0,1.0,5,1,67,37,25,14,1.0,4.0
